Weight_Kilograms_Clean,Line_Item_Quantity,Line_Item_Value,Fulfill_Via,Shipment_Mode,Country,Dosage_Form,Sub_Classification,Brand,Freight_Cost_USD_Clean
2228.0,9576,13885.2,0,0,1,3,2,1,9809.7
337.0,1132,81504.0,0,0,3,0,0,2,4323.93
1320.0,3912,88020.0,0,0,5,0,0,0,15022.74
9.0,10,411.0,0,0,6,2,2,5,807.28
56.0,260,3315.0,0,0,1,2,1,0,2246.81
99.0,50,2055.0,0,0,0,1,1,7,1939.99
182.0,800,56000.0,0,0,0,0,0,2,3272.6
2379.0,7000,224000.0,0,0,4,0,0,3,21686.21
10.0,2000,70420.0,0,0,2,2,4,0,14515.44
1804.0,6048,8769.6,0,0,1,3,2,1,6341.88
274.0,1200,84000.0,0,0,11,0,0,2,3321.08
5.0,7,525.0,0,0,10,0,0,0,87.73
148.0,320,2240.0,0,0,1,2,1,0,14.36
171.0,500,40000.0,0,0,4,0,0,2,1187.19
87.0,2080,8299.2,0,0,1,2,2,1,10657.19
1520.0,19000,323000.0,0,0,1,2,2,1,19044.32
1313.0,600,48000.0,0,0,0,0,0,2,4110.88
1172.0,6349,12380.55,0,0,14,3,2,1,5595.44
355.0,6349,21586.6,0,0,14,2,2,1,3181.2
1244.0,14851,389838.75,0,0,4,2,2,10,6546.69
116.0,1900,32300.0,0,0,1,2,2,0,14571.5
3822.0,1000,1450.0,0,0,1,1,1,1,25124.12
9170.0,83000,282200.0,0,0,1,2,2,1,42453.21
39.0,60,10500.0,0,0,5,0,0,0,859.37
6.0,100,894.0,0,0,1,2,2,1,2794.34
226.0,1000,82190.0,0,0,1,2,2,5,5294.51
13.0,50,1350.0,0,0,8,0,0,4,581.1
40.0,182,1729.0,0,0,5,2,1,0,86.4
249.0,1200,9300.0,0,0,1,2,1,1,3719.91
100.0,442,31819.58,0,0,8,0,0,2,1928.93
3265.0,10000,270000.0,0,0,2,0,0,4,6197.0
145.0,390,14625.0,0,0,8,0,5,0,186.25
157.0,84,0.84,0,0,5,2,2,0,7922.24
3656.0,34576,242032.0,0,0,5,2,2,1,10500.0
1766.0,16640,116480.0,0,0,5,2,2,1,10500.0
60.0,25,8750.0,0,0,6,0,0,0,1521.11
6.0,8,1112.0,0,0,6,0,0,0,3238.79
1233.0,14820,251940.0,0,0,7,2,2,0,5137.76
3058.0,9380,253260.0,0,0,2,0,0,4,18750.2
2707.0,8153,220131.0,0,0,2,0,0,4,13535.55
965.0,4200,302358.0,0,0,12,0,0,2,7781.88
