Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded
100.0,5000.0,388500.0,77.7,0.78,1134.0,1,9,9,5,1,1,3,3
30.0,64445.0,206868.45,3.21,0.11,5678.0,2,5,1,1,1,0,1,2
60.0,54432.0,641753.28,11.79,0.2,7278.0,1,2,9,1,1,1,1,2
30.0,27156.0,712845.0,26.25,0.88,9344.0,1,15,2,1,1,0,1,11
100.0,2863.0,229040.0,80.0,0.8,1298.0,1,6,6,5,1,1,3,3
60.0,3500.0,39025.0,11.15,0.19,1804.0,1,1,11,1,1,1,1,2
60.0,100000.0,1122000.0,11.22,0.19,28088.0,2,4,6,1,0,0,1,2
60.0,4084.0,29609.0,7.25,0.12,2113.0,1,2,11,1,0,1,1,2
60.0,145784.18484021962,756469.22,2.57,0.04,14550.0,1,5,8,1,1,1,1,2
240.0,5800.0,12180.0,2.1,0.01,2177.0,1,1,1,3,1,0,2,2
240.0,2613.0,5487.3,2.1,0.01,979.0,1,1,10,3,1,0,2,2
1.0,2988.0,73206.0,24.5,11.761991170924096,1992.0,1,17,9,5,1,1,3,10
60.0,73692.0,608695.92,8.26,0.14,21879.0,2,14,2,1,1,0,1,2
30.0,16013.0,73980.06,4.62,0.15,1468.0,3,3,7,1,1,1,1,2
30.0,50000.0,600500.0,12.01,0.4,3897.0,1,2,2,1,1,0,1,2
60.0,145784.18484021962,1302250.6478105593,7.72,0.13,31271.0,3,4,4,1,1,0,1,2
30.0,145784.18484021962,1302250.6478105593,9.6,0.32,38799.0,3,3,4,1,0,0,1,2
60.0,3145.0,9560.8,3.04,0.05,162.0,1,1,15,1,1,0,1,2
300.0,75.0,2311.5,30.82,0.1,120.0,1,11,12,3,1,1,2,8
240.0,19060.0,60039.0,3.15,0.01,7353.0,1,1,8,3,1,1,2,2
30.0,68.0,152.32,2.24,0.07,1870.0,1,1,10,4,0,0,2,2
60.0,4848.0,31463.52,6.49,0.11,415.0,1,2,11,1,1,1,1,2
240.0,200.0,2500.0,12.5,0.05,546.0,1,1,11,3,1,1,2,2
100.0,1500.0,105000.0,70.0,0.7,341.0,1,9,1,5,1,1,3,3
120.0,51861.0,1302250.6478105593,26.7,0.22,14647.0,1,1,4,1,1,0,1,2
50.0,15.0,1363.65,90.91,1.82,8.0,1,24,12,5,1,1,3,1
30.0,37059.0,407649.0,11.0,0.37,2876.0,2,3,2,1,1,0,1,2
120.0,1320.0,238682.4,129.58352457209097,1.51,304.0,1,11,11,1,1,1,1,6
60.0,5.0,41.3,8.26,0.14,650.0,2,2,1,1,0,0,1,2
1.0,5994.0,146853.0,24.5,11.761991170924096,3996.0,1,17,9,5,1,1,3,10
60.0,635.0,1206.5,1.9,0.03,59.0,1,4,17,1,1,1,2,2
100.0,100.0,800.0,8.0,0.08,74.0,1,6,12,5,1,1,4,3
240.0,13994.0,27288.3,1.95,0.01,5269.0,2,1,6,3,1,0,2,2
60.0,1000.0,35800.0,35.8,0.6,4436.0,1,1,2,1,1,0,1,2
120.0,611.0,20615.14,33.74,0.28,129.0,1,8,3,1,1,0,1,6
120.0,2240.0,83686.4,37.36,0.31,554.0,1,1,9,1,1,1,1,2
30.0,1528.0,3422.72,2.24,0.07,3917.0,1,1,10,4,0,0,2,2
30.0,15619.0,369701.73,23.67,0.79,1478.0,1,21,5,4,0,1,1,1
60.0,3529.0,9634.17,2.73,0.05,699.0,1,4,5,1,0,0,1,2
60.0,16500.0,183975.0,11.15,0.19,3802.0,1,1,11,1,1,1,1,2
20.0,100.0,3200.0,32.0,1.6,36.0,1,7,5,5,1,0,3,4
120.0,3000.0,123300.0,41.1,0.34,1422.0,1,8,5,1,1,0,1,6
30.0,50.0,1312.5,26.25,0.88,5.0,1,15,4,1,1,0,1,11
30.0,60200.0,633304.0,10.52,0.35,11043.0,2,3,1,1,0,0,1,2
30.0,3000.0,71010.0,23.67,0.79,363.0,1,21,5,4,1,1,1,1
30.0,1600.0,3200.0,2.0,0.07,143.0,2,4,7,1,0,0,1,2
30.0,44407.0,495138.05,11.15,0.37,5016.0,1,2,20,1,1,1,1,2
60.0,4564.0,13235.6,2.9,0.05,847.0,1,1,12,1,1,0,1,2
60.0,88809.0,200708.34,2.26,0.04,5621.0,2,3,9,1,0,0,1,2
60.0,7850.0,46629.0,5.94,0.1,909.0,1,8,1,1,1,1,2,2
100.0,5498.0,439785.02,79.99,0.8,1251.0,1,9,4,5,1,1,3,3
60.0,23.0,53.59,2.33,0.04,1.0,1,3,13,1,1,0,1,2
240.0,1600.0,3360.0,2.1,0.01,741.0,2,1,6,3,0,0,2,2
100.0,2114.0,169120.0,80.0,0.8,822.0,1,6,22,5,1,1,3,3
60.0,40000.0,240000.0,6.0,0.1,3533.0,1,26,2,1,1,1,2,2
60.0,1848.0,5359.2,2.9,0.05,327.0,1,1,11,1,1,1,1,2
30.0,27590.0,293005.8,10.62,0.35,5147.0,1,2,15,1,0,0,1,2
30.0,39600.0,415800.0,10.5,0.35,5986.0,4,3,10,1,1,1,1,2
60.0,120.0,840.0,7.0,0.12,29.0,1,21,10,1,1,1,2,1
30.0,20076.0,84720.72,4.22,0.14,1223.0,2,5,1,1,1,0,1,2
60.0,12080.0,28146.4,2.33,0.04,503.0,2,3,2,1,1,0,1,2
30.0,2200.0,16060.0,7.3,0.24,6587.0,1,2,1,1,1,0,1,2
30.0,1680.0,12600.0,7.5,0.25,120.0,1,2,11,1,0,1,1,2
30.0,61468.0,999469.68,16.26,0.54,6634.0,1,1,1,1,0,0,1,2
100.0,1800.0,144000.0,80.0,0.8,865.0,1,9,3,5,1,1,3,3
30.0,52158.0,346850.7,6.65,0.22,4868.0,4,1,8,1,1,1,1,2
120.0,22920.0,611964.0,26.7,0.22,12181.0,2,2,5,1,1,0,1,2
30.0,560.0,13025.6,23.26,0.78,67.0,1,8,11,1,1,1,1,9
60.0,12873.0,90111.0,7.0,0.12,22497.0,2,4,2,1,0,0,1,2
30.0,15.0,91.2,6.08,0.2,324.0,1,2,13,1,0,0,1,2
120.0,9833.0,185843.7,18.9,0.16,2033.0,2,8,12,1,1,0,1,6
240.0,1292.0,2519.4,1.95,0.01,483.0,1,1,10,3,1,0,2,2
180.0,2052.0,34801.92,16.96,0.09,605.0,1,16,1,3,1,1,2,1
25.0,10000.0,200000.0,20.0,0.8,3338.0,1,13,5,5,1,1,3,7
60.0,95000.0,214700.0,2.26,0.04,6528.0,3,3,4,1,1,0,1,2
100.0,4657.0,414473.0,89.0,0.89,2307.0,1,6,4,5,1,1,3,3
100.0,5751.0,460080.0,80.0,0.8,1723.0,1,9,4,5,1,1,3,3
120.0,7014.0,152764.92,21.78,0.18,7733.0,3,1,4,1,1,0,1,2
60.0,145784.18484021962,440820.0,2.79,0.05,16768.0,4,4,8,1,1,1,1,2
30.0,19992.0,156337.44,7.82,0.26,1378.0,1,4,8,1,1,1,1,2
270.0,421.0,32118.09,76.29,0.28,3946.0,1,28,6,4,0,0,1,1
240.0,320.0,4000.0,12.5,0.05,122.0,1,1,10,3,1,0,2,2
60.0,519.0,1115.85,2.15,0.04,141.0,1,18,1,1,0,0,1,2
1.0,7002.0,161046.0,23.0,11.761991170924096,4922.0,1,17,15,5,1,1,3,10
30.0,43280.0,287812.0,6.65,0.22,4040.0,4,1,8,1,1,1,1,2
120.0,100.0,4110.0,41.1,0.34,285.0,1,8,10,1,1,0,1,6
60.0,6438.0,46417.98,7.21,0.12,364.0,1,1,1,1,0,0,1,2
30.0,100.0,224.0,2.24,0.07,4213.0,1,1,10,4,0,0,2,2
30.0,145784.18484021962,1302250.6478105593,12.96,0.43,28182.0,2,2,2,1,1,0,1,2
30.0,1008.0,20160.0,20.0,0.67,213.0,1,1,9,4,1,1,1,2
20.0,737.0,23584.0,32.0,1.6,231.0,1,7,23,5,1,0,3,4
60.0,60096.0,135816.96,2.26,0.04,23677.0,2,1,7,1,0,0,1,2
30.0,77636.0,818283.44,10.54,0.35,6986.0,1,2,5,1,1,0,1,2
30.0,900.0,21600.0,24.0,0.8,300.0,1,13,1,5,1,1,3,7
60.0,59680.0,512054.4,8.58,0.14,9886.0,1,3,12,1,1,0,1,2
30.0,37470.0,417790.5,11.15,0.37,4927.0,1,14,20,1,1,1,1,2
60.0,415.0,2905.0,7.0,0.12,1278.0,1,21,1,1,0,1,2,1
20.0,70.0,2240.0,32.0,1.6,509.0,1,7,13,5,0,1,3,4
60.0,112100.0,642333.0,5.73,0.1,18105.0,2,4,7,1,0,0,1,2
60.0,1887.0,17926.5,9.5,0.16,312.0,1,21,1,1,1,1,2,1
240.0,366.0,768.6,2.1,0.01,38.0,1,1,19,3,0,0,2,2
30.0,488.0,3728.32,7.64,0.25,28.0,1,2,1,1,1,0,1,2
60.0,307.0,893.37,2.91,0.05,422.0,1,1,4,1,0,0,1,2
60.0,21000.0,41790.0,1.99,0.03,25880.0,2,10,7,1,1,0,2,2
60.0,112191.0,1060204.95,9.45,0.16,10453.0,2,1,5,1,1,0,1,2
30.0,1860.0,23101.2,12.42,0.41,422.0,1,1,7,1,0,0,1,2
100.0,200.0,27800.0,129.58352457209097,1.39,213.0,1,7,15,5,1,0,3,1
240.0,278.0,1098.1,3.95,0.02,1656.0,1,1,4,3,0,0,2,2
30.0,92500.0,435675.0,4.71,0.16,7878.0,4,3,8,1,1,1,1,2
30.0,1609.0,27353.0,17.0,0.57,157.0,1,15,9,1,1,1,1,1
240.0,152.0,282.72,1.86,0.01,282.0,1,1,19,3,0,0,2,2
30.0,132320.0,621904.0,4.7,0.16,12328.0,2,14,7,1,1,0,1,2
240.0,9794.0,19098.3,1.95,0.01,3654.0,1,1,12,3,1,0,2,2
60.0,50700.0,391404.0,7.72,0.13,10413.0,2,2,1,1,0,0,1,2
60.0,24428.0,268463.72,10.99,0.18,3408.0,1,2,11,1,1,1,1,2
60.0,79914.0,527432.4,6.6,0.11,7194.0,2,1,2,1,1,0,1,2
20.0,34.0,1088.0,32.0,1.6,54.0,1,7,13,5,0,1,3,4
60.0,9887.0,110932.14,11.22,0.19,20845.0,3,2,4,1,1,0,1,2
30.0,2150.0,21500.0,10.0,0.33,179.0,1,2,12,1,1,0,1,2
30.0,804.0,3875.28,4.82,0.16,836.0,2,2,12,1,0,0,1,2
60.0,7867.0,28321.2,3.6,0.06,811.0,1,4,10,1,1,1,2,2
30.0,8400.0,65100.0,7.75,0.26,909.0,1,1,11,1,1,1,1,2
60.0,9691.0,92064.5,9.5,0.16,899.0,1,1,15,1,1,0,1,2
307.501710918752,720.0,16164.0,22.45,0.02,578.0,1,10,13,1,1,1,5,2
30.0,4872.0,36540.0,7.5,0.25,389.0,1,2,11,1,0,1,1,2
240.0,397.0,833.7,2.1,0.01,466.0,1,1,19,3,0,0,2,2
60.0,32002.0,260816.3,8.15,0.14,4059.0,1,1,5,1,1,1,1,2
120.0,23.0,776.02,33.74,0.28,55.0,1,1,13,1,0,0,1,2
240.0,1977.0,31928.55,16.15,0.07,5712.0,2,1,5,3,0,0,2,2
60.0,270.0,4050.0,15.0,0.25,358.0,1,2,11,1,1,1,1,2
60.0,15825.0,45892.5,2.9,0.05,6967.0,1,1,10,1,0,0,1,2
20.0,34.0,1088.0,32.0,1.6,112.0,1,7,13,5,1,1,3,4
120.0,17167.0,347116.74,20.22,0.17,3547.0,2,8,5,1,1,0,1,6
60.0,34374.0,73904.1,2.15,0.04,2346.0,2,4,5,1,1,0,2,2
60.0,125.0,1018.75,8.15,0.14,447.0,1,1,4,1,0,0,1,2
60.0,13590.0,95401.8,7.02,0.12,303.0,2,2,1,1,0,0,1,2
30.0,10403.0,174250.25,16.75,0.56,1717.0,1,1,6,1,1,0,1,2
120.0,1820.0,149604.0,82.2,0.68,445.0,1,8,11,1,1,1,1,6
60.0,45.0,109.8,2.44,0.04,54.0,3,1,4,1,0,0,1,2
12.0,50000.0,19500.0,0.39,0.03,1708.0,1,10,1,1,0,1,6,2
30.0,145784.18484021962,1302250.6478105593,10.78,0.36,46946.48571682304,2,3,2,1,1,0,1,2
100.0,4000.0,400000.0,100.0,1.0,1740.0,1,6,10,5,1,1,3,3
100.0,3067.0,272963.0,89.0,0.89,1228.0,1,6,4,5,1,1,3,3
30.0,4700.0,27166.0,5.78,0.19,680.0,1,1,12,1,1,0,1,2
25.0,1209.0,24180.0,20.0,0.8,403.0,1,13,1,5,1,1,3,7
1.0,3939.0,19695.0,5.0,5.0,3567.0,1,6,7,5,0,1,4,3
30.0,5280.0,55440.0,10.5,0.35,1570.0,1,3,11,1,1,1,1,2
300.0,2266.0,69838.12,30.82,0.1,2277.0,1,11,2,3,1,1,2,8
60.0,11640.0,90210.0,7.75,0.13,16778.0,1,1,5,1,1,0,2,2
30.0,145784.18484021962,1302250.6478105593,9.6,0.32,37955.0,2,2,7,1,1,0,1,2
100.0,30.0,10500.0,129.58352457209097,3.5,75.0,1,10,20,5,1,1,3,1
30.0,70000.0,780500.0,11.15,0.37,21510.0,3,2,4,1,1,0,1,2
30.0,3244.0,43761.56,13.49,0.45,288.0,2,2,1,1,1,0,1,2
30.0,30000.0,246900.0,8.23,0.27,20230.0,2,2,12,1,0,0,1,2
60.0,76000.0,541120.0,7.12,0.12,8955.0,2,4,7,1,1,0,1,2
30.0,3740.0,26441.8,7.07,0.24,322.0,1,1,12,1,1,0,1,2
20.0,450.0,14400.0,32.0,1.6,177.0,1,7,17,5,0,1,3,4
60.0,129958.0,1302250.6478105593,11.22,0.19,18907.0,3,1,4,1,1,0,1,2
30.0,22730.0,596662.5,26.25,0.88,1977.0,3,15,4,1,1,0,1,11
30.0,1639.0,10522.38,6.42,0.21,107.0,3,2,4,1,1,0,1,2
60.0,500.0,875.0,1.75,0.03,10435.0,1,1,10,4,0,0,1,2
30.0,8000.0,16000.0,2.0,0.07,8848.0,2,4,7,1,0,0,1,2
60.0,37012.0,300907.56,8.13,0.14,4699.0,1,1,5,1,1,1,1,2
30.0,26010.0,273105.0,10.5,0.35,3619.0,4,14,10,1,1,1,1,2
100.0,2352.0,188160.0,80.0,0.8,1016.0,1,6,5,5,1,1,3,3
60.0,33922.0,275107.42,8.11,0.14,16611.0,2,4,6,1,1,0,1,2
20.0,5900.0,188800.0,32.0,1.6,1989.0,1,7,2,5,1,1,3,4
60.0,4704.0,55507.2,11.8,0.2,547.0,1,1,12,1,0,0,1,2
60.0,33711.0,85288.83,2.53,0.04,1810.0,1,1,8,1,1,1,1,2
60.0,429.0,2938.65,6.85,0.11,62.0,1,8,12,1,1,1,1,9
240.0,6032.0,11762.4,1.95,0.01,2572.0,1,1,13,3,1,0,2,2
30.0,27122.0,311631.78,11.49,0.38,2843.0,1,2,11,1,1,1,1,2
100.0,30.0,2160.0,72.0,0.72,7.0,1,9,10,5,1,0,3,3
30.0,6392.0,26974.24,4.22,0.14,1406.0,2,3,7,1,0,0,1,2
100.0,377.0,30160.0,80.0,0.8,172.0,1,9,3,5,1,1,3,3
60.0,1123.0,4660.45,4.15,0.07,6142.0,1,2,11,1,0,1,2,2
30.0,145784.18484021962,1302250.6478105593,26.25,0.88,13037.0,3,15,4,1,1,0,1,11
240.0,6777.0,14570.55,2.15,0.01,2510.0,1,1,1,3,1,0,2,2
60.0,5900.0,19352.0,3.28,0.05,18105.0,2,4,7,1,1,0,1,2
60.0,43680.0,285667.2,6.54,0.11,6535.0,2,1,6,1,1,0,1,2
60.0,5601.0,16803.0,3.0,0.05,545.0,1,1,1,1,1,0,1,2
30.0,145784.18484021962,1302250.6478105593,10.52,0.35,29934.0,1,3,12,1,1,0,1,2
30.0,34080.0,161880.0,4.75,0.16,3318.0,1,1,10,1,1,0,1,2
100.0,2000.0,160000.0,80.0,0.8,864.0,1,6,7,5,0,1,3,3
60.0,17013.0,40320.81,2.37,0.04,2666.0,4,1,8,1,0,1,1,2
90.0,1176.0,11842.32,10.07,0.11,390.0,1,1,10,4,0,0,2,2
60.0,69922.0,170609.68,2.44,0.04,4444.0,1,5,9,1,1,0,1,2
60.0,6369.0,43054.44,6.76,0.11,3637.0,1,1,13,1,0,0,1,2
60.0,2170.0,6727.0,3.1,0.05,1178.0,1,1,4,1,0,0,1,2
60.0,25240.0,201920.0,8.0,0.13,5256.0,1,3,22,1,0,0,1,2
60.0,18579.0,43289.07,2.33,0.04,2029.0,2,3,2,1,1,0,1,2
30.0,128887.0,549058.62,4.26,0.14,10956.0,4,1,8,1,1,1,1,2
30.0,3793.0,51281.36,13.52,0.45,383.0,2,26,6,1,1,0,1,2
30.0,67.0,1758.75,26.25,0.88,666.0,1,29,12,1,1,0,1,11
60.0,23448.0,76909.44,3.28,0.05,1804.0,2,4,6,1,1,0,1,2
30.0,4737.0,27379.86,5.78,0.19,427.0,1,1,19,1,1,0,1,2
120.0,10240.0,420864.0,41.1,0.34,2523.0,1,8,1,1,1,1,1,6
30.0,5850.0,22113.0,3.78,0.13,2187.0,1,3,13,1,0,0,1,2
30.0,5000.0,100000.0,20.0,0.67,670.0,1,2,10,1,1,1,1,2
60.0,18534.0,130108.68,7.02,0.12,1013.0,2,3,7,1,1,0,1,2
240.0,4077.0,7746.3,1.9,0.01,1404.0,1,1,10,3,1,0,2,2
60.0,216.0,285.12,1.32,0.02,165.0,1,1,10,4,1,0,1,2
60.0,24000.0,210240.0,8.76,0.15,5748.0,1,2,12,1,1,0,1,2
60.0,1915.0,7660.0,4.0,0.07,699.0,2,1,1,1,0,0,2,2
20.0,6042.0,193344.0,32.0,1.6,1990.0,1,7,4,5,1,1,3,4
200.0,800.0,1072.0,1.34,0.01,98.0,1,1,23,3,1,1,2,2
30.0,96.0,1872.0,19.5,0.65,5.0,1,4,2,1,1,0,1,2
20.0,5250.0,141750.0,27.0,1.35,1699.0,1,12,4,5,1,0,3,5
100.0,1116.0,78120.0,70.0,0.7,255.0,1,9,1,5,1,1,3,3
60.0,600.0,21480.0,35.8,0.6,55.0,1,1,9,1,1,0,1,2
60.0,145784.18484021962,361507.95,2.37,0.04,7698.0,4,1,8,1,1,1,1,2
60.0,145784.18484021962,1136615.6,7.72,0.13,16510.0,1,3,5,1,0,0,1,2
60.0,18.0,46.44,2.58,0.04,55.0,1,5,13,1,0,0,1,2
100.0,1505.0,15.05,0.01,0.0,440.0,1,9,1,5,1,0,4,2
60.0,66825.0,206489.25,3.09,0.05,3845.0,1,3,9,1,1,1,1,2
1.0,4068.0,99666.0,24.5,11.761991170924096,2712.0,1,17,9,5,1,1,3,10
30.0,400.0,9304.0,23.26,0.78,52.0,1,8,11,1,1,1,1,9
25.0,7.0,525.0,75.0,3.0,3.0,1,10,23,5,1,1,3,1
60.0,1056.0,8564.16,8.11,0.14,155.0,1,3,22,1,1,0,1,2
100.0,10.0,3500.0,129.58352457209097,3.5,39.0,1,27,24,5,1,1,3,1
60.0,25991.0,58739.66,2.26,0.04,2504.0,2,1,2,1,1,0,1,2
120.0,2034.0,83597.4,41.1,0.34,937.0,1,8,4,1,1,0,1,6
60.0,3752.0,95488.4,25.45,0.42,1067.0,2,1,5,1,0,0,1,2
100.0,2607.0,208560.0,80.0,0.8,1080.0,1,6,2,5,1,1,3,3
30.0,60000.0,862800.0,14.38,0.48,26199.0,2,2,2,1,0,0,1,2
1.0,4032.0,98784.0,24.5,11.761991170924096,2688.0,1,17,9,5,1,1,3,10
60.0,47879.0,569281.31,11.89,0.2,5311.0,1,1,9,1,1,1,1,2
60.0,20000.0,224400.0,11.22,0.19,2356.0,2,1,12,1,1,0,1,2
100.0,2917.0,233360.0,80.0,0.8,1361.0,1,6,13,5,1,1,3,3
30.0,1400.0,23100.0,16.5,0.55,405.0,1,10,9,5,1,1,3,1
240.0,4243.0,6067.49,1.43,0.01,1485.0,2,1,1,3,1,0,2,2
60.0,145784.18484021962,856668.38,2.57,0.04,16496.0,1,5,8,1,1,1,1,2
30.0,30004.0,93612.48,3.12,0.1,17769.0,2,4,1,1,0,0,1,2
20.0,2500.0,80000.0,32.0,1.6,841.0,1,7,6,5,1,0,3,4
60.0,12240.0,88250.4,7.21,0.12,671.0,1,1,1,1,1,0,1,2
30.0,16800.0,171192.0,10.19,0.34,1224.0,1,2,11,1,1,1,1,2
30.0,300.0,477.0,1.59,0.05,14.0,1,10,4,1,1,1,5,2
60.0,40000.0,296000.0,7.4,0.12,4289.0,1,4,5,1,1,0,1,2
30.0,50000.0,190500.0,3.81,0.13,4944.0,3,3,4,1,1,0,1,2
60.0,260.0,3315.0,12.75,0.21,56.0,1,21,11,1,1,1,2,1
25.0,100.0,7500.0,75.0,3.0,61.0,1,10,23,5,1,0,3,1
20.0,5004.0,135108.0,27.0,1.35,1531.0,1,12,4,5,1,1,3,5
100.0,618.0,55620.0,90.0,0.9,304.0,1,9,19,5,1,1,3,3
307.501710918752,15.0,575.4,38.36,0.11,53.0,1,11,12,4,1,1,1,9
60.0,52770.0,407384.4,7.72,0.13,16510.0,1,2,5,1,1,0,1,2
30.0,30118.0,97281.14,3.23,0.11,1782.0,1,18,11,1,1,1,1,2
30.0,2110.0,13546.2,6.42,0.21,3274.0,1,2,14,1,0,0,1,2
120.0,20000.0,420000.0,21.0,0.18,5633.0,2,1,1,1,1,0,1,2
60.0,1458.0,3397.14,2.33,0.04,79.0,2,3,6,1,1,0,1,2
90.0,5765.0,42084.5,7.3,0.08,350.0,2,5,5,1,1,0,2,2
60.0,35000.0,327250.0,9.35,0.16,3162.0,3,1,4,1,1,0,1,2
30.0,2850.0,78660.0,27.6,0.92,318.0,1,12,12,5,1,1,3,5
120.0,5661.0,116050.5,20.5,0.17,725.0,1,15,4,1,1,0,1,2
240.0,8000.0,15600.0,1.95,0.01,3088.0,2,1,2,3,1,0,2,2
60.0,32544.0,94703.04,2.91,0.05,1608.0,2,1,5,1,1,0,1,2
30.0,3428.0,68285.76,19.92,0.66,396.0,2,2,5,1,1,0,1,2
60.0,1440.0,10440.0,7.25,0.12,128.0,1,4,11,1,1,1,1,2
60.0,12730.0,246070.9,19.33,0.32,1297.0,1,1,9,1,0,1,1,2
120.0,1155.0,47470.5,41.1,0.34,255.0,1,8,5,1,1,0,1,6
30.0,57456.0,255679.2,4.45,0.15,4720.0,1,2,1,1,1,0,1,2
60.0,100000.0,876000.0,8.76,0.15,8544.0,2,3,2,1,1,0,1,2
60.0,889.0,3200.4,3.6,0.06,94.0,4,2,10,1,1,1,2,2
1.0,3470.0,79810.0,23.0,11.761991170924096,2509.0,1,17,15,5,1,1,3,10
30.0,4269.0,44995.26,10.54,0.35,26409.0,1,2,1,1,0,0,1,2
60.0,23.0,53.59,2.33,0.04,1.0,1,3,13,1,1,0,1,2
30.0,34385.0,161609.5,4.7,0.16,11594.0,1,3,12,1,1,0,1,2
100.0,8586.0,764154.0,89.0,0.89,1479.0,1,9,16,5,1,1,3,3
20.0,427.0,13664.0,32.0,1.6,139.0,1,7,12,5,1,1,3,4
30.0,6392.0,27741.28,4.34,0.14,14340.0,2,2,7,1,0,0,1,2
60.0,327.0,4218.3,12.9,0.22,1089.0,1,3,11,1,0,1,1,2
240.0,7284.0,14713.68,2.02,0.01,2979.0,1,1,1,3,0,0,2,2
20.0,545.0,16895.0,31.0,1.55,204.0,1,12,15,5,1,1,3,5
60.0,11688.0,25129.2,2.15,0.04,1673.0,2,4,5,1,1,0,2,2
300.0,12.0,729.84,60.82,0.2,39.0,1,11,19,3,1,1,2,8
60.0,14344.0,28544.56,1.99,0.03,1023.0,2,10,1,1,1,0,2,2
60.0,20124.0,54938.52,2.73,0.05,2262.0,1,4,5,1,1,0,1,2
60.0,628.0,2241.96,3.57,0.06,3286.0,1,1,4,1,0,0,1,2
30.0,10000.0,117500.0,11.75,0.39,900.0,3,2,4,1,1,0,1,2
100.0,1250.0,100000.0,80.0,0.8,428.0,1,25,2,5,1,1,3,3
60.0,132919.0,1302250.6478105593,9.81,0.16,18953.0,1,2,4,1,1,0,1,2
60.0,3431.0,11356.61,3.31,0.06,216.0,1,22,9,1,1,0,1,2
60.0,15107.0,124783.82,8.26,0.14,1409.0,2,1,12,1,1,0,1,2
60.0,800.0,5600.0,7.0,0.12,161.0,1,21,11,1,1,1,2,1
90.0,8035.0,74725.5,9.3,0.1,597.0,2,5,12,1,0,0,2,2
100.0,6105.0,543345.0,89.0,0.89,1051.0,1,6,16,5,1,1,3,3
60.0,1330.0,3005.8,2.26,0.04,5170.0,2,3,6,1,0,0,1,2
25.0,10000.0,200000.0,20.0,0.8,3335.0,1,13,5,5,1,1,3,7
60.0,7700.0,16632.0,2.16,0.04,1030.0,1,3,11,1,0,1,1,2
60.0,864.0,6048.0,7.0,0.12,758.0,1,3,13,1,1,0,1,2
60.0,35061.0,237012.36,6.76,0.11,2247.0,2,4,7,1,1,0,1,2
307.501710918752,24.0,7365.12,129.58352457209097,0.91,60.0,1,11,11,4,1,1,1,9
60.0,123.0,244.77,1.99,0.03,5897.0,1,3,13,1,0,0,1,2
100.0,15.0,1080.0,72.0,0.72,12.0,1,9,10,5,0,0,3,3
60.0,107832.0,754824.0,7.0,0.12,8744.0,2,4,2,1,1,0,1,2
30.0,12304.0,322980.0,26.25,0.88,5197.0,1,15,4,1,1,0,1,11
30.0,4488.0,14406.48,3.21,0.11,1347.0,1,4,17,1,0,0,1,2
60.0,250.0,610.0,2.44,0.04,113.0,1,1,12,1,1,0,1,2
30.0,8660.0,50054.8,5.78,0.19,742.0,1,1,1,1,1,0,1,2
120.0,7541.0,223816.88,29.68,0.25,2003.0,1,2,9,1,1,0,1,2
25.0,390.0,14625.0,37.5,1.5,145.0,1,10,19,5,1,1,5,1
60.0,47268.0,311496.12,6.59,0.11,4549.0,1,4,20,1,1,1,1,2
60.0,125000.0,925000.0,7.4,0.12,12779.0,2,4,7,1,1,0,1,2
30.0,641.0,16826.25,26.25,0.88,58.0,1,15,4,1,1,0,1,11
100.0,5200.0,364000.0,70.0,0.7,1179.0,1,9,6,5,1,1,3,3
30.0,43309.0,140321.16,3.24,0.11,5000.0,4,4,10,1,1,1,1,2
30.0,1467.0,9638.19,6.57,0.22,9.0,1,2,15,1,1,0,1,2
30.0,3392.0,89040.0,26.25,0.88,298.0,1,15,4,1,1,0,1,11
60.0,8100.0,23571.0,2.91,0.05,404.0,1,1,10,1,1,0,1,2
60.0,11623.0,81361.0,7.0,0.12,1089.0,1,3,11,1,0,1,1,2
100.0,1364.0,109120.0,80.0,0.8,553.0,1,6,2,5,1,1,3,3
240.0,11950.0,23541.5,1.97,0.01,35216.0,1,1,15,3,0,0,2,2
30.0,82471.0,865945.5,10.5,0.35,11615.0,1,3,20,1,1,1,1,2
240.0,3000.0,5550.0,1.85,0.01,1076.0,1,1,9,3,1,0,2,2
60.0,20000.0,224400.0,11.22,0.19,26760.0,2,2,6,1,0,0,1,2
120.0,5200.0,316264.0,60.82,0.51,1272.0,1,8,11,1,1,1,1,6
240.0,704.0,1337.6,1.9,0.01,306.0,1,1,10,3,0,0,2,2
60.0,8738.0,20534.3,2.35,0.04,420.0,1,5,11,1,1,1,1,2
30.0,25037.0,407101.62,16.26,0.54,2213.0,1,1,1,1,1,0,1,2
60.0,37870.0,103006.4,2.72,0.05,4121.0,4,4,8,1,1,1,1,2
30.0,16584.0,184911.6,11.15,0.37,3132.0,2,2,6,1,1,0,1,2
30.0,33373.0,121477.72,3.64,0.12,2870.0,1,1,12,1,1,0,1,2
30.0,27975.0,126447.0,4.52,0.15,1704.0,1,5,10,1,1,0,1,2
307.501710918752,2.0,76.72,38.36,0.11,892.0,1,10,4,4,0,0,1,9
20.0,1067.0,34144.0,32.0,1.6,297.0,2,7,16,5,1,0,3,4
