Pack_Price,Unit_Price,Weight_Kilograms_Clean,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Fulfill_Via,Shipment_Mode,Country,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
2.3,0.04,1248.0,60,20451,From RDC,Truck,Zimbabwe,Pediatric,Tablet,Yes,9251.8
11.46,0.19,4395.0,60,6275,From RDC,Truck,Mozambique,Adult,Tablet,No,5816.47
5.5,0.09,3957.0,60,67098,Direct Drop,Air,Mozambique,Adult,Tablet,Yes,18263.45
2.34,0.04,1248.0,60,40860,Direct Drop,Air,Uganda,Adult,Tablet,Yes,48653.36
2.1,0.01,1137.0,240,4000,From RDC,Truck,Mozambique,Pediatric,Oral,Yes,4711.97
6.52,0.11,3704.0,60,35000,From RDC,Truck,Zambia,Adult,Tablet,No,4562.72
4.51,0.15,4154.0,30,48866,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,9951.37
22.5,0.75,2800.0,30,8249,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,12595.81
4.3,0.14,3919.0,30,48235,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,11372.45
9.5,0.16,94.0,60,200,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,757.42
3.6,0.06,1248.0,60,4550,From RDC,Truck,Zimbabwe,Pediatric,Tablet,No,18513.23
1.92,0.01,346.0,240,1000,From RDC,Truck,Nigeria,Pediatric,Oral,Yes,1988.9
4.49,0.15,2128.0,30,11592,Direct Drop,Air,Vietnam,Adult,Tablet,No,7784.92
3.61,0.06,1248.0,60,33333,Direct Drop,Air,Zambia,Adult,Tablet,No,49824.57
29.0,0.16,47.0,20,135,Direct Drop,Air,Ethiopia,HIV test,Test kit,Yes,379.65
12.96,0.22,645.0,60,5410,From RDC,Truck,Zambia,Adult,Tablet,No,5213.01
5.43,0.09,1104.0,60,20172,Direct Drop,Air,Tanzania,Adult,Tablet,Yes,5765.11
2.33,0.04,645.0,60,10020,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,16532.5
2.18,0.04,1248.0,60,120000,From RDC,Truck,Zimbabwe,Adult,Tablet,No,43218.07
1.52,0.03,1994.0,60,7876,From RDC,Air,Nigeria,Adult,Capsule,No,10231.84
8.55,0.14,3629.0,60,18507,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,8758.37
11.14,0.19,84.0,60,6156,From RDC,Air,Mozambique,Adult,Tablet,No,1338.04
32.0,0.16,149.0,20,450,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,2242.31
13.0,0.43,197.0,30,784,Direct Drop,Air,Rwanda,Adult,Capsule,No,5906.43
5.36,0.18,1248.0,30,15594,From RDC,Air,Nigeria,Adult,Tablet,No,51090.0
8.58,0.92,79.0,60,786,Direct Drop,Air,Uganda,Adult,Tablet,Yes,2158.88
32.0,0.16,265.0,20,750,Direct Drop,Air,Namibia,HIV test,Test kit,Yes,2906.31
5.94,0.1,63.0,60,448,Direct Drop,Air,Ghana,Pediatric,Tablet,Yes,1317.82
9.33,0.1,116.0,90,710,From RDC,Air,"Congo, DRC",Pediatric,Tablet,No,891.0
1.8,0.01,7469.0,240,20000,From RDC,Truck,Zambia,Pediatric,Oral,Yes,3949.19
7.21,0.12,1108.0,60,10000,From RDC,Air,Uganda,Adult,Tablet,Yes,10648.62
13.52,0.45,227.0,30,2555,From RDC,Truck,Mozambique,Adult,Tablet,Yes,227.19
20.0,0.8,738.0,25,2492,From RDC,Truck,Zimbabwe,HIV test,Test kit,Yes,3085.84
1.92,0.01,1655.0,240,4464,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,1211.48
20.0,0.8,2842.0,25,8525,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,21825.6
2.1,0.01,941.0,240,1000,Direct Drop,Air,Vietnam,Pediatric,Oral,No,4193.49
7.4,0.12,36.0,60,210,Direct Drop,Air,Uganda,Pediatric,Tablet,Yes,677.4
27.0,0.16,3058.0,20,9380,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,18750.2
8.58,0.16,187.0,100,85,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,3254.23
2.73,0.05,1870.0,60,11500,From RDC,Air,Haiti,Adult,Tablet,Yes,13122.39
18.47,0.15,3834.0,120,15560,Direct Drop,Air,Haiti,Adult,Tablet,Yes,16386.12
27.0,0.16,2907.0,20,10270,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,18864.37
10.78,0.36,1630.0,30,3300,From RDC,Air,"Congo, DRC",Adult,Tablet,No,18387.8
33.6,0.28,3476.0,120,13703,Direct Drop,Ocean,Ethiopia,Adult,Tablet,Yes,11729.82
2.21,0.04,2426.0,60,39132,From RDC,Truck,Zambia,Adult,Tablet,Yes,2413.89
8.61,0.14,3802.0,60,14952,Direct Drop,Air,Vietnam,Adult,Tablet,No,26084.14
33.4,0.28,6853.0,120,23240,Direct Drop,Ocean,Rwanda,Adult,Tablet,Yes,81246.12
5.99,0.2,4227.0,30,59609,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,33008.05
36.16,0.3,1838.0,120,7320,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,13562.36
3.3,0.11,2998.0,30,14119,Direct Drop,Air,Vietnam,Adult,Tablet,No,4531.29
3.21,0.11,1242.0,30,20340,From RDC,Truck,Mozambique,Adult,Tablet,Yes,9384.0
4.42,0.05,800.0,90,5291,Direct Drop,Air,Zimbabwe,Pediatric,Capsule,Yes,5697.64
11.22,0.19,9402.0,60,80010,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,33266.37
2.44,0.04,979.0,60,2592,From RDC,Truck,Mozambique,Adult,Tablet,No,1588.06
7.64,0.25,182.0,30,2552,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3250.13
2.4,0.04,1068.0,60,6966,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3894.21
2.82,0.05,7193.0,60,116000,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,8559.24
36.16,0.3,36.0,120,120,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1025.69
6.65,0.22,2645.0,30,28330,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,5112.92
9.3,0.1,5.0,90,75,From RDC,Air,Guyana,Pediatric,Tablet,Yes,908.65
27.0,0.16,68.0,20,250,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,1711.86
2.33,0.04,7755.0,60,9009,From RDC,Air,Haiti,Adult,Tablet,No,74839.9
5.36,0.18,852.0,30,9767,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,3026.61
20.0,0.8,3112.0,25,10000,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,22856.02
12.01,0.4,5588.0,30,11527,From RDC,Air,Nigeria,Adult,Tablet,No,18617.93
3.24,0.11,1632.0,30,19195,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,15773.2
4.7,0.16,4883.0,30,1303,From RDC,Truck,Rwanda,Adult,Tablet,No,7708.3
2.38,0.04,2996.0,60,56000,Direct Drop,Air,Ethiopia,Adult,Tablet,Yes,10612.93
20.48,0.17,5450.0,120,20440,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,23701.58
4.12,0.14,6005.0,30,99714,From RDC,Truck,Zambia,Adult,Tablet,Yes,5447.21
2.02,0.01,2409.0,240,6250,From RDC,Truck,Mozambique,Pediatric,Oral,Yes,3525.03
2.33,0.04,1248.0,60,4100,From RDC,Air,Nigeria,Adult,Tablet,No,20264.93
32.0,0.16,3.0,20,5,Direct Drop,Air,Botswana,HIV test,Test kit,Yes,603.53
8.58,0.16,1825.0,100,4500,Direct Drop,Air,Haiti,HIV test,Test kit,Yes,17758.82
18.0,0.6,237.0,30,1776,Direct Drop,Air,Uganda,Adult,Tablet,Yes,1794.89
2.31,0.04,1248.0,60,107500,From RDC,Air Charter,Nigeria,Adult,Tablet,No,29780.5
4.76,0.05,332.0,100,1043,From RDC,Air,Guyana,Pediatric,Capsule,Yes,4398.32
30.82,0.1,100.0,300,86,Direct Drop,Air,Rwanda,Pediatric,Oral,Yes,1952.77
4.04,0.13,5391.0,30,240,From RDC,Air,Uganda,Adult,Tablet,No,28382.05
16.73,0.56,779.0,30,7140,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,4646.14
10.25,0.34,1248.0,30,75013,From RDC,Truck,Zimbabwe,Adult,Tablet,No,24309.72
1.52,0.03,14.0,60,294,From RDC,Air,Uganda,Adult,Capsule,Yes,632.6
1.55,0.03,42.0,60,630,From RDC,Air,Mozambique,Adult,Capsule,Yes,1217.37
26.25,0.88,7.0,30,76,From RDC,Air,Nigeria,Adult,Tablet,Yes,747.5
7.03,0.23,3950.0,30,57577,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,6639.35
20.22,0.17,2722.0,120,13164,From RDC,Air,Uganda,Adult,Tablet,Yes,8604.7
1.99,0.03,404.0,60,6000,From RDC,Truck,Uganda,Pediatric,Tablet,Yes,2055.25
5.43,0.09,1248.0,60,112100,From RDC,Truck,Zimbabwe,Adult,Tablet,No,15919.75
3.25,0.05,209.0,60,4980,From RDC,Truck,Zimbabwe,Pediatric,Tablet,No,502.49
16.96,0.09,687.0,180,2295,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,5293.76
22.5,0.75,122.0,30,1260,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,1131.63
8.11,0.14,4516.0,60,33216,Direct Drop,Air,Mozambique,Adult,Tablet,Yes,16537.11
12.01,0.4,6124.0,30,25000,From RDC,Air,Nigeria,Adult,Tablet,Yes,13353.34
16.73,0.56,973.0,30,8922,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,4466.99
10.87,0.36,2045.0,30,4290,From RDC,Air,"Congo, DRC",Adult,Tablet,No,16083.32
32.0,0.16,10.0,20,25,Direct Drop,Air,Botswana,HIV test,Test kit,Yes,559.89
8.04,0.13,166.0,60,1560,Direct Drop,Air,Uganda,Pediatric,Tablet,Yes,1488.99
2.43,0.04,3347.0,60,75000,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,7414.66
23.26,0.78,55.0,30,373,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,17.72
16.5,0.55,1150.0,30,3991,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,9898.8
19.71,0.16,5111.0,120,32905,From RDC,Truck,Zambia,Adult,Tablet,Yes,10944.73
10.52,0.35,6874.0,30,52127,From RDC,Air,Uganda,Adult,Tablet,Yes,16177.09
13.0,0.43,1553.0,30,252,Direct Drop,Air,Vietnam,Adult,Capsule,Yes,13320.8
19.9,0.66,6349.0,30,57727,Direct Drop,Ocean,Tanzania,Adult,Tablet,Yes,27797.6
12.96,0.43,3674.0,30,31000,From RDC,Truck,Tanzania,Adult,Tablet,Yes,22904.03
3.78,0.13,259.0,30,3300,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1008.9
4.64,0.15,1248.0,30,12590,From RDC,Truck,Zambia,Adult,Tablet,No,19564.23
8.76,0.15,706.0,60,8824,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3144.57
8.15,0.14,1248.0,60,12420,From RDC,Air,Zambia,Adult,Tablet,No,63886.29
11.0,0.37,54.0,30,550,Direct Drop,Air,"Congo, DRC",Pediatric,Capsule,Yes,1961.49
8.58,0.05,12.0,1000,12,Direct Drop,Air,Côte d'Ivoire,Malaria,Tablet,Yes,536.78
12.42,0.41,369.0,30,3364,From RDC,Air,Uganda,Adult,Tablet,Yes,1902.9
24.5,0.16,1992.0,1,2988,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,26266.34
32.0,0.16,21.0,20,65,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,593.72
3.73,0.06,516.0,60,11553,From RDC,Truck,Uganda,Pediatric,Tablet,Yes,2042.9
5.33,0.09,2300.0,60,1220,From RDC,Air Charter,Nigeria,Adult,Tablet,No,5613.0
12.42,0.41,2519.0,30,1860,From RDC,Air,Zimbabwe,Adult,Tablet,No,15252.7
4.12,0.14,8578.0,30,6392,From RDC,Truck,Zimbabwe,Adult,Tablet,No,5216.63
13.0,0.43,4654.0,30,33480,Direct Drop,Ocean,Haiti,Adult,Tablet,No,8538.03
4.65,0.16,3076.0,30,32670,Direct Drop,Air,Zimbabwe,Adult,Tablet,Yes,25730.13
11.4,0.19,2993.0,60,26616,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,15128.37
3.81,0.13,7191.0,30,17422,From RDC,Truck,Zimbabwe,Adult,Tablet,No,6014.22
32.0,0.16,3655.0,20,12485,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,25636.67
26.25,0.88,1114.0,30,12696,From RDC,Air,Nigeria,Adult,Tablet,Yes,7641.1
8.58,0.16,122.0,25,200,From RDC,Air,Namibia,HIV test,Test kit,Yes,1100.4
5.35,0.09,3828.0,60,11000,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,15089.11
6.57,0.22,6542.0,30,2240,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,18611.93
10.25,0.34,614.0,30,3240,From RDC,Air,Burundi,Adult,Tablet,Yes,4373.84
11.23,0.19,5.0,60,49,From RDC,Air,Guyana,Adult,Tablet,Yes,660.43
5.73,0.1,3931.0,60,11485,From RDC,Air,Ethiopia,Adult,Tablet,No,13215.67
50.4,0.16,2462.0,30,2680,Direct Drop,Air,Tanzania,Adult,Tablet,No,3451.41
8.58,0.89,295.0,100,614,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,7444.13
8.58,0.89,1303.0,100,2744,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,29251.24
8.17,0.09,3313.0,90,25000,Direct Drop,Ocean,South Africa,Pediatric,Capsule,Yes,5192.74
32.0,0.16,509.0,20,65,Direct Drop,Air,"Congo, DRC",HIV test,Test kit,No,8021.11
14.63,0.24,46.0,60,10,From RDC,Air,"Congo, DRC",Adult,Tablet,No,456.17
8.15,0.14,12.0,60,209,From RDC,Air,Guyana,Adult,Tablet,Yes,764.62
6.6,0.11,6842.0,60,71377,From RDC,Truck,Mozambique,Adult,Tablet,Yes,8689.22
2.73,0.05,347.0,60,2475,From RDC,Air,Guyana,Adult,Tablet,Yes,4293.82
23.5,0.78,750.0,30,2000,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,7961.7
30.82,0.1,1902.0,300,2025,Direct Drop,Air,Zimbabwe,Pediatric,Oral,Yes,16777.24
30.82,0.1,288.0,300,184,Direct Drop,Air,"Congo, DRC",Pediatric,Oral,Yes,460.91
3.19,0.11,3077.0,30,47716,Direct Drop,Air,Ghana,Adult,Tablet,Yes,22734.92
20.0,0.8,3335.0,25,10000,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,27869.74
8.58,0.8,1489.0,100,1500,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,14532.09
11.22,0.19,1943.0,60,15000,From RDC,Air,Uganda,Adult,Tablet,Yes,6299.45
3.04,0.05,1057.0,60,22047,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3348.0
41.1,0.34,87.0,120,400,From RDC,Air,Zimbabwe,Adult,Tablet,Yes,907.41
16.5,0.07,938.0,240,128,From RDC,Air,Haiti,Pediatric,Oral,No,11340.2
12.42,0.41,3483.0,30,44135,From RDC,Air,Zambia,Adult,Tablet,Yes,12643.63
4.32,0.14,1248.0,30,11729,From RDC,Truck,Zambia,Adult,Tablet,No,34543.36
4.63,0.15,7043.0,30,42531,From RDC,Truck,Uganda,Adult,Tablet,Yes,6852.08
32.0,0.16,174.0,20,516,Direct Drop,Air,Kenya,HIV test,Test kit,Yes,2061.8
7.72,0.13,1248.0,60,156995,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,50569.84
41.1,0.34,105.0,120,250,From RDC,Air,Mozambique,Adult,Tablet,Yes,348.09
8.58,0.16,411.0,40,375,From RDC,Air,Nigeria,HIV test,Test kit,Yes,3147.0
7.21,0.12,90.0,60,1660,From RDC,Air,Ethiopia,Adult,Tablet,Yes,866.71
8.58,0.78,747.0,100,3293,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,14934.26
4.32,0.07,1248.0,60,87707,From RDC,Truck,Mozambique,Adult,Tablet,No,5902.4
8.58,0.8,91.0,100,218,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,2082.39
11.72,0.39,181.0,30,2003,From RDC,Air,Nigeria,Adult,Tablet,Yes,18617.93
11.22,0.19,1726.0,60,9000,From RDC,Air,Dominican Republic,Adult,Tablet,No,17450.76
8.58,0.9,108.0,100,237,Direct Drop,Air,Guyana,HIV test,Test kit,Yes,2058.84
10.5,0.35,3138.0,30,22752,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,4964.6
16.25,0.54,536.0,30,16033,From RDC,Air,Zambia,Adult,Tablet,Yes,3807.29
5.5,0.09,69.0,60,990,Direct Drop,Air,Haiti,Adult,Tablet,Yes,694.54
3.73,0.06,3431.0,60,20000,From RDC,Truck,Tanzania,Pediatric,Tablet,Yes,19379.94
8.58,0.8,957.0,100,2000,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,18919.56
28.0,0.47,316.0,60,2080,Direct Drop,Air,Côte d'Ivoire,Adult,Tablet,Yes,3095.28
41.1,0.34,1092.0,120,5019,From RDC,Air,Zambia,Adult,Tablet,Yes,4761.51
9.35,0.16,2583.0,60,28624,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,7608.7
5.5,0.18,188.0,30,3000,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,25231.96
10.68,0.18,3116.0,60,35074,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,1478.0
1.51,0.01,346.0,240,705,Direct Drop,Air,Haiti,Pediatric,Oral,Yes,3429.78
26.25,0.88,1005.0,30,12000,From RDC,Air,Zambia,Adult,Tablet,Yes,4407.26
1.72,0.03,209.0,60,3974,Direct Drop,Air,"Congo, DRC",Adult,Tablet,Yes,3743.84
12.96,0.22,1248.0,60,13784,From RDC,Truck,Tanzania,Adult,Tablet,No,7134.39
2.73,0.05,1444.0,60,15000,From RDC,Air,Nigeria,Adult,Tablet,Yes,124350.84
16.75,0.56,3822.0,30,38300,Direct Drop,Air,Vietnam,Adult,Tablet,No,25124.12
8.58,0.8,3803.0,100,8000,Direct Drop,Air,Tanzania,HIV test,Test kit,Yes,64075.1
2.44,0.04,8433.0,60,16873,From RDC,Truck,Zimbabwe,Adult,Tablet,Yes,15219.71
3.6,0.06,3919.0,60,37963,From RDC,Truck,Zimbabwe,Pediatric,Tablet,No,4083.5
10.92,0.36,1721.0,30,9920,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,8758.37
3.21,0.11,1248.0,30,22500,From RDC,Truck,Uganda,Adult,Tablet,No,6852.08
2.47,0.04,8183.0,60,168711,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,12225.76
8.58,0.8,1133.0,100,2796,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,20572.96
9.5,0.16,2955.0,60,1728,From RDC,Air,Mozambique,Adult,Tablet,No,4551.52
12.01,0.4,3457.0,30,45000,From RDC,Truck,Zambia,Adult,Tablet,Yes,1934.31
30.82,0.26,393.0,120,1573,Direct Drop,Ocean,Côte d'Ivoire,Adult,Tablet,Yes,40289.0
6.65,0.22,11.0,30,100,Direct Drop,Ocean,South Africa,Adult,Tablet,Yes,8809.05
32.0,0.16,4.0,20,10,Direct Drop,Air,Sudan,HIV test,Test kit,Yes,593.8
3.55,0.12,110.0,30,1764,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,707.7
11.5,0.38,7678.0,30,92000,From RDC,Truck,Zambia,Adult,Tablet,Yes,6759.28
8.58,0.8,1222.0,100,2950,Direct Drop,Air,Zambia,HIV test,Test kit,Yes,22041.41
19.71,0.16,1630.0,120,1727,From RDC,Air,"Congo, DRC",Adult,Tablet,No,18387.8
2.59,0.04,986.0,60,15750,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,4015.82
4.22,0.14,2996.0,30,3493,From RDC,Air,Tanzania,Adult,Tablet,Yes,9639.1
27.6,0.92,158.0,30,1458,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,3824.96
3.21,0.05,703.0,60,3840,Direct Drop,Air,Vietnam,Adult,Tablet,No,10356.86
7.4,0.12,4091.0,60,34732,From RDC,Air,Zimbabwe,Adult,Tablet,No,12130.9
2.1,0.01,2720.0,240,6738,From RDC,Truck,Côte d'Ivoire,Pediatric,Oral,Yes,32022.51
8.58,0.14,1309.0,60,3746,From RDC,Air,South Sudan,Adult,Tablet,No,12356.0
3.28,0.05,693.0,60,9100,From RDC,Truck,Zambia,Adult,Tablet,Yes,2997.97
7.53,0.13,109.0,60,990,From RDC,Air,Haiti,Adult,Tablet,Yes,10331.78
2.33,0.04,544.0,60,1005,From RDC,Air,Dominican Republic,Adult,Tablet,Yes,4392.94
9.5,0.16,1897.0,60,20284,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,3826.17
8.58,0.78,1134.0,100,5000,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,50550.58
3.21,0.11,5678.0,30,64445,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,20052.11
11.79,0.2,7278.0,60,54432,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,61925.7
26.25,0.88,9344.0,30,27156,From RDC,Air,Zambia,Adult,Tablet,Yes,35246.5
8.58,0.8,1298.0,100,2863,Direct Drop,Air,Mozambique,HIV test,Test kit,Yes,13146.21
11.15,0.19,1804.0,60,3500,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,6341.88
11.22,0.19,1248.0,60,100000,From RDC,Truck,Mozambique,Adult,Tablet,No,19652.22
7.25,0.12,2113.0,60,4084,Direct Drop,Air,Vietnam,Adult,Tablet,No,10784.69
2.57,0.04,1248.0,60,294346,Direct Drop,Air,South Africa,Adult,Tablet,Yes,20706.21
2.1,0.01,2177.0,240,5800,From RDC,Air,Côte d'Ivoire,Pediatric,Oral,Yes,5127.91
2.1,0.01,979.0,240,2613,From RDC,Air,Haiti,Pediatric,Oral,Yes,11836.61
24.5,0.16,1992.0,1,2988,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,27313.0
8.26,0.14,1248.0,60,73692,From RDC,Truck,Zambia,Adult,Tablet,Yes,8647.16
4.62,0.15,1468.0,30,16013,Direct Drop,Air Charter,Zimbabwe,Adult,Tablet,Yes,12091.91
12.01,0.4,3897.0,30,50000,From RDC,Air,Zambia,Adult,Tablet,Yes,15007.8
7.72,0.13,1248.0,60,213502,From RDC,Air Charter,Nigeria,Adult,Tablet,Yes,62693.85
9.6,0.32,1248.0,30,200000,From RDC,Air Charter,Nigeria,Adult,Tablet,No,65310.33
3.04,0.05,162.0,60,3145,From RDC,Air,Ethiopia,Adult,Tablet,Yes,810.86
30.82,0.1,120.0,300,75,Direct Drop,Air,Uganda,Pediatric,Oral,Yes,1487.76
3.15,0.01,7353.0,240,19060,Direct Drop,Air,South Africa,Pediatric,Oral,Yes,4876.34
2.24,0.07,1870.0,30,68,From RDC,Air,Haiti,Pediatric,Capsule,No,13122.39
6.49,0.11,415.0,60,4848,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,1009.6
12.5,0.05,546.0,240,200,Direct Drop,Air,Vietnam,Pediatric,Oral,Yes,1340.23
8.58,0.7,341.0,100,1500,Direct Drop,Air,Côte d'Ivoire,HIV test,Test kit,Yes,9749.73
26.7,0.22,1248.0,120,51861,From RDC,Air,Nigeria,Adult,Tablet,Yes,15459.09
8.58,0.16,8.0,50,15,Direct Drop,Air,Uganda,HIV test,Test kit,Yes,855.41
11.0,0.37,2876.0,30,37059,From RDC,Truck,Zambia,Adult,Tablet,Yes,4506.18
8.58,0.16,304.0,120,1320,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,13453.12
8.26,0.14,650.0,60,5,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,4029.71
24.5,0.16,3996.0,1,5994,Direct Drop,Air,Rwanda,HIV test,Test kit,Yes,53102.22
1.9,0.03,59.0,60,635,Direct Drop,Air,South Sudan,Pediatric,Tablet,Yes,1944.99
8.0,0.08,74.0,100,100,Direct Drop,Air,Uganda,HIV test - Ancillary,Test kit,Yes,1649.91
1.95,0.01,5269.0,240,13994,From RDC,Truck,Mozambique,Pediatric,Oral,Yes,4480.45
35.8,0.6,4436.0,60,1000,From RDC,Air,Zambia,Adult,Tablet,Yes,18375.7
33.74,0.28,129.0,120,611,From RDC,Air,Others,Adult,Tablet,Yes,6477.67
37.36,0.31,554.0,120,2240,Direct Drop,Air,Rwanda,Adult,Tablet,Yes,7531.78
2.24,0.07,3917.0,30,1528,From RDC,Air,Haiti,Pediatric,Capsule,No,39223.78
23.67,0.79,1478.0,30,15619,Direct Drop,Air,Tanzania,Adult,Capsule,No,1312.2
2.73,0.05,699.0,60,3529,From RDC,Air,Tanzania,Adult,Tablet,No,3952.34
11.15,0.19,3802.0,60,16500,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,26084.14
32.0,0.16,36.0,20,100,From RDC,Air,Tanzania,HIV test,Test kit,Yes,939.62
41.1,0.34,1422.0,120,3000,From RDC,Air,Tanzania,Adult,Tablet,Yes,4198.0
26.25,0.88,5.0,30,50,From RDC,Air,Nigeria,Adult,Tablet,Yes,286.65
10.52,0.35,1248.0,30,60200,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,No,39329.03
23.67,0.79,363.0,30,3000,Direct Drop,Air,Tanzania,Adult,Capsule,Yes,777.0
2.0,0.07,143.0,30,1600,From RDC,Truck,Zimbabwe,Adult,Tablet,No,2099.0
11.15,0.37,5016.0,30,44407,Direct Drop,Air,Cameroon,Adult,Tablet,Yes,43408.7
2.9,0.05,847.0,60,4564,From RDC,Air,Uganda,Adult,Tablet,Yes,4999.48
2.26,0.04,5621.0,60,88809,From RDC,Truck,Rwanda,Adult,Tablet,No,10640.81
5.94,0.1,909.0,60,7850,Direct Drop,Air,Côte d'Ivoire,Pediatric,Tablet,Yes,6020.53
8.58,0.8,1251.0,100,5498,Direct Drop,Air,Nigeria,HIV test,Test kit,Yes,16090.22
2.33,0.04,1.0,60,23,From RDC,Air,"Congo, DRC",Adult,Tablet,Yes,522.42
2.1,0.01,741.0,240,1600,From RDC,Truck,Mozambique,Pediatric,Oral,No,5716.86
8.58,0.8,822.0,100,2114,Direct Drop,Air,Burundi,HIV test,Test kit,Yes,21348.51
6.0,0.1,3533.0,60,40000,Direct Drop,Air,Zambia,Pediatric,Tablet,Yes,20188.13
2.9,0.05,327.0,60,1848,Direct Drop,Air,Vietnam,Adult,Tablet,Yes,3171.36
10.62,0.35,5147.0,30,27590,From RDC,Air,Ethiopia,Adult,Tablet,No,29336.46
10.5,0.35,5986.0,30,39600,Direct Drop,Ocean,Haiti,Adult,Tablet,Yes,2549.52
7.0,0.12,29.0,60,120,Direct Drop,Air,Haiti,Pediatric,Tablet,Yes,260.0
4.22,0.14,1223.0,30,20076,From RDC,Truck,Côte d'Ivoire,Adult,Tablet,Yes,3526.27
2.33,0.04,503.0,60,12080,From RDC,Truck,Zambia,Adult,Tablet,Yes,2355.79
7.3,0.24,6587.0,30,2200,From RDC,Air,Côte d'Ivoire,Adult,Tablet,Yes,8953.2
7.5,0.25,120.0,30,1680,Direct Drop,Air,Vietnam,Adult,Tablet,No,9013.85
16.26,0.54,6634.0,30,61468,From RDC,Air,Côte d'Ivoire,Adult,Tablet,No,15561.0
8.58,0.8,865.0,100,1800,Direct Drop,Air,Others,HIV test,Test kit,Yes,13790.1
