Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,shipment_mode_encoded,manufacturing_site_encoded,country_encoded,Dosage_Form_encoded,First_Line_Designation_encoded,fulfill_via_encoded,Sub_Classification_encoded,brand_encoded,Freight_Cost_USD_Clean
-0.21490467937608318,3.0,-0.1943887532047777,-0.3575268817204301,-0.4166666666666667,1,1,19,2,0,0,2,2,3380.86
1.1048205918223248,0.0,2.6206150743022394,-0.34032258064516124,-0.3333333333333333,1,1,9,1,1,1,1,2,49069.74
-0.30220168175107515,0.5,-0.19526361195154254,-0.2236559139784946,-0.3055555555555556,1,18,11,3,0,1,2,2,990.04
-0.06187816933050902,0.0,0.673859949695622,-0.16935483870967744,-0.19444444444444448,1,1,20,1,1,1,1,2,11067.86
-0.28140445471468,0.0,-0.1239140208264985,-0.35430107526881716,-0.36111111111111116,2,4,9,1,1,0,2,2,1330.99
-0.18537775210218885,0.0,-0.08823922526397647,-0.04623655913978496,-0.08333333333333333,2,1,2,1,1,0,2,2,4964.27
0.9232941780602093,0.0,2.571671587747117,-0.33978494623655914,-0.3333333333333333,3,5,4,1,1,0,1,2,21591.1
-0.26933692791578406,0.0,-0.17446141508402288,-0.0838709677419355,-0.11111111111111113,1,3,19,1,1,0,1,2,3127.35
-0.08755375826433019,0.0,-0.046440418474100534,0.009677419354838694,-0.027777777777777804,1,1,12,1,0,0,1,2,9044.65
0.878105141536684,-0.5,2.4334439057582715,-0.27849462365591393,-0.1388888888888889,1,1,12,1,1,1,1,2,20869.6
2.3765325117144873,0.0,5.379627942016306,-0.267741935483871,-0.2777777777777778,4,2,5,1,1,1,2,2,28270.78
-0.2919314461775467,-0.5,-0.1125408571185555,-0.08494623655913978,0.19444444444444448,1,2,21,1,1,1,1,2,1254.61
0.7587136529944155,0.6666666666666666,0.21101106939330977,4.323655913978494,2.0277777777777777,1,6,16,4,1,1,3,3,44128.81
-0.18024263431542462,3.0,-0.1854457526822926,-0.34838709677419355,-0.4166666666666667,1,1,11,2,0,1,2,2,1340.23
-0.3029719494190898,1.0,-0.19088931821771832,3.119354838709677,1.0833333333333335,1,15,12,1,1,1,1,1,1571.76
-0.004364850118749599,0.6666666666666666,-0.08405934458498888,4.323655913978494,2.0277777777777777,1,9,4,4,1,1,3,3,28132.96
1.7105077347711664,0.0,5.86609800848127,-0.07419354838709677,-0.11111111111111113,2,5,6,1,1,0,1,2,1012.43
-0.25341806277681495,4.0,-0.19672170986281728,1.1956989247311829,-0.16666666666666666,1,11,5,2,1,1,2,8,2569.33
-0.27395853392387187,0.0,-0.046586228265228014,-0.33602150537634407,-0.3333333333333333,2,3,6,1,1,0,1,2,315.51
0.20463444380255472,-0.5,-0.07234595803108179,-0.282258064516129,-0.1388888888888889,1,5,13,1,0,0,1,2,16083.32
0.8567944027216124,0.0,2.2204158009210317,0.04677419354838705,0.0,2,1,2,1,1,0,1,2,2938.92
-0.00462160600808781,-0.5,1.2538912988007145,0.27473118279569886,0.8333333333333335,2,2,2,1,1,0,1,2,6923.53
2.481545670453816,3.0,1.224243307938128,-0.3564516129032258,-0.4166666666666667,2,1,5,2,1,0,2,2,3853.89
0.01206752679889595,4.1250285153125335,-0.2082892866255969,1.7026881720430107,-0.25,1,10,4,1,1,1,6,1,8423.76
-0.04210796585146672,0.0,0.843874166150257,-0.33602150537634407,-0.3333333333333333,2,1,2,1,1,0,1,2,4471.07
0.3265934912382053,0.0,1.0753715111969768,-0.34032258064516124,-0.3333333333333333,1,1,9,1,1,1,1,2,25593.87
-0.30913409076320686,0.0,-0.16717092552764917,-0.34516129032258064,-0.3333333333333333,2,3,2,1,1,0,1,2,3951.02
4.883753771102125,0.0,0.0040583725197146986,-0.0016129032258064171,-0.05555555555555553,1,2,12,1,0,0,1,2,132890.27
-0.2986070993003402,0.0,-0.15375642474392157,-0.25161290322580643,-0.2777777777777778,1,2,4,1,1,0,1,2,1266.05
-0.1340265742345465,-0.5,0.32216673349615427,-0.23440860215053763,-0.05555555555555553,3,5,4,1,1,0,1,2,15322.73
1.990371654149817,-0.5,4.650578986378935,0.9500000000000001,2.0,2,15,2,1,1,0,1,11,14036.31
0.9779831824892483,-0.9833333333333333,0.13057266795465317,0.775268817204301,32.227753252566934,1,17,15,4,1,1,3,10,44347.71
6.897233455292381,0.0,1.7377853922890922,-0.025268817204301106,-0.05555555555555553,2,2,6,1,1,0,1,2,18448.52
0.28474228127607676,3.0,0.09834870411548136,-0.3564516129032258,-0.4166666666666667,1,1,13,2,1,0,2,2,24505.0
-0.23647217408049298,0.0,-0.10039004119126599,-0.3053763440860215,-0.3055555555555556,1,1,12,1,0,0,1,2,2737.97
-0.3014314140830605,1.0,-0.19920047631198434,1.4741935483870967,0.38888888888888884,1,10,12,1,1,1,1,1,294.86
-0.31298542910328003,-0.6666666666666666,-0.20653956913206722,1.2591397849462365,4.000000000000001,1,7,3,4,1,1,3,4,732.72
6.550356248796457,0.0,6.875839795876967,0.14193548387096777,0.08333333333333333,2,1,6,1,1,0,1,2,12405.54
0.8929969831183002,0.0,-0.08289286625596909,0.21021505376344085,0.13888888888888887,4,2,10,1,0,1,1,2,7208.11
1.7051158610950639,-0.5,-0.08921129053815964,-0.06881720430107528,0.2222222222222222,2,2,1,1,0,0,1,2,6406.53
2.0866551126516466,-0.5,5.150755173209881,-0.21881720430107526,-0.027777777777777804,4,1,8,1,1,1,1,2,9951.38
-0.30245843764041336,-0.5,-0.1961384706983074,0.07634408602150537,0.47222222222222227,1,2,12,1,0,0,1,2,1764.84
-0.3127286732139418,0.0,-0.1980826012466737,-0.09301075268817206,-0.1388888888888889,1,8,10,1,1,1,1,9,877.61
5.208549971114962,-0.5,6.875839795876967,0.34731182795698917,0.9444444444444444,2,2,2,1,1,0,1,2,13914.56
0.47499839527569165,0.0,1.0053342081920802,-0.32150537634408605,-0.3333333333333333,1,2,11,1,1,1,1,2,12745.06
-0.14404005391873675,0.0,0.12707323296759376,0.9069892473118277,0.7222222222222223,1,2,1,1,1,0,1,2,1854.88
-0.16843186340586688,-0.5,-0.14763241351656764,0.12311827956989242,0.5555555555555556,1,2,17,1,0,0,1,2,6169.0
-0.2719044868091662,0.0,-0.09426602996391208,-0.2849462365591398,-0.3055555555555556,2,2,1,1,1,0,1,2,8953.21
4.353552859618717,0.0,3.9166697043706487,-0.04301075268817203,-0.08333333333333333,2,2,1,1,1,0,1,2,36194.84
-0.2259451826176263,3.5,-0.18632061142905745,3.7322580645161287,0.36111111111111105,1,28,1,3,0,0,1,1,1619.0
0.5132550227870851,0.6666666666666666,0.17907872513639292,3.8397849462365587,1.777777777777778,1,6,2,4,1,1,3,3,41461.1
-0.20078310546248154,0.0,-0.11608889536932405,-0.0978494623655914,-0.1388888888888889,1,1,19,1,1,0,1,2,5724.4
0.08164837280955133,-0.5,0.08187219771807677,0.9500000000000001,2.0,1,15,4,1,1,0,1,11,10624.04
-0.31144489376725076,0.0,-0.18423067108956367,-0.3424731182795699,-0.3333333333333333,1,3,22,1,1,0,1,2,638.65
1.552602862828166,-0.5,2.08024398838382,0.11827956989247307,0.5555555555555556,2,3,1,1,1,0,1,2,28669.4
1.2044418768855512,3.0,-0.1823351438049065,-0.3564516129032258,-0.4166666666666667,1,1,11,2,1,1,2,2,10770.55
-0.28705308428012066,0.6666666666666666,-0.12580954811115566,-0.031182795698924733,-0.22222222222222224,1,6,12,4,1,1,4,3,534.86
0.544579241286347,4.1250285153125335,-0.20211667213453383,1.6010752688172043,-0.1388888888888889,1,11,5,3,0,0,1,9,9689.0
-0.20129661724115797,0.0,-0.018736558159880436,0.6408602150537633,0.5000000000000001,1,1,12,1,0,0,1,2,3393.0
1.1374285897682779,-0.5,1.0323090195506628,-0.2887096774193548,-0.1388888888888889,2,18,1,1,0,0,1,2,20052.11
11.733355341632464,0.0,6.522193465291195,0.05591397849462361,0.0,1,2,4,1,0,0,1,2,51090.0
0.16920213107388152,0.6666666666666666,-0.015139916645402738,3.8397849462365587,1.777777777777778,1,6,2,4,1,1,3,3,34940.02
-0.2988638551896784,1.0,-0.15059721260282627,2.6059139784946233,0.8888888888888888,1,1,6,1,0,0,1,2,1338.04
-0.19462096411836446,0.6666666666666666,-0.1125408571185555,3.8392473118279566,1.777777777777778,2,9,16,4,1,0,3,3,405.97
1.083253097117915,3.0,0.46403966026318666,-0.3844086021505376,-0.4166666666666667,4,1,14,2,1,1,2,2,11447.38
-0.30245843764041336,0.0,-0.15142346808588197,-0.023118279569892455,-0.05555555555555553,2,1,7,1,1,0,1,2,1949.84
-0.2927017138455613,0.0,-0.14563967970449215,-0.031182795698924733,-0.08333333333333333,2,3,12,1,1,0,1,2,1618.01
-0.3104178702098979,0.6666666666666666,-0.20537309080304741,4.323655913978494,2.0277777777777777,1,6,17,4,1,1,3,3,1434.98
-0.1448103215867514,0.5,0.27628525255470904,-0.06881720430107528,-0.22222222222222224,2,5,2,1,1,0,2,2,1026.49
1.4558058925476602,0.0,2.2204158009210317,-0.025806451612903247,-0.08333333333333333,1,2,12,1,1,1,1,2,22886.81
2.5757750818409395,-0.5,4.139758684795684,0.12311827956989242,0.5555555555555556,3,2,4,1,1,0,1,2,30936.1
-0.31555298799666215,-0.6666666666666666,-0.2085323029441427,1.2591397849462365,4.000000000000001,1,7,3,4,1,0,3,4,851.24
0.5463765325117145,0.0,3.1924810751041934,-0.25215053763440853,-0.2777777777777778,3,5,4,1,1,0,2,2,29674.91
-0.2988638551896784,0.6666666666666666,-0.20080438401438658,3.8397849462365587,1.777777777777778,1,6,3,4,1,1,3,3,3252.26
1.1261313306373966,-0.5,4.650578986378935,-0.3349462365591398,-0.22222222222222224,4,1,8,3,1,1,2,2,17819.74
-0.2808909429360036,4.1250285153125335,-0.20731722135141376,1.6010752688172043,-0.1388888888888889,1,11,4,3,1,1,1,9,1176.03
-0.2701071955837987,-0.5,-0.10962466129600602,0.20645161290322578,0.6944444444444444,1,1,12,1,1,0,1,2,1381.7
-0.1340265742345465,0.0,0.32172930412277184,-0.32150537634408605,-0.3333333333333333,1,5,11,1,0,1,1,2,7388.14
-0.31606649977533857,-0.9833333333333333,-0.20785185725221447,-0.1924731182795699,13.444444444444445,1,6,3,4,0,1,4,3,514.52
0.9022401951344758,0.0,0.7496810410819087,0.0016129032258064171,-0.05555555555555553,1,1,11,1,0,1,1,2,17541.06
-0.26497207779703447,0.6666666666666666,-0.16357428401317148,3.3021505376344082,1.4999999999999998,1,9,5,4,1,1,3,3,3744.18
1.2958469734899545,0.0,0.2928103622158228,-0.267741935483871,-0.2777777777777778,3,2,4,1,0,0,2,2,16941.0
0.8601322292830091,-0.5,1.1051167085869815,-0.2129032258064516,-0.027777777777777804,3,3,7,1,1,1,1,2,25467.64
-0.19179664933564414,0.0,0.05159236442727129,0.04139784946236556,0.0,1,1,12,1,1,0,1,2,3266.38
-0.3016881699723987,0.6666666666666666,-0.2015820362337331,3.8397849462365587,1.777777777777778,1,6,5,4,1,1,3,3,1806.81
0.09808074972719687,0.0,0.5630445084387417,0.9069892473118277,0.7222222222222223,2,2,5,1,1,0,1,2,2217.5
11.733355341632464,-0.5,6.875839795876967,0.06344086021505374,0.47222222222222227,2,3,7,1,1,0,1,2,77960.08
1.85069645034983,-0.5,3.1323102346322558,0.1381720430107527,0.5833333333333334,2,2,5,1,1,0,1,2,7134.39
-0.23852622119519867,-0.5,0.03812926037983451,0.23763440860215052,0.7500000000000001,1,1,21,3,1,1,1,2,3026.24
6.510045574170357,-0.5,6.875839795876967,0.05483870967741933,0.4444444444444445,2,3,6,1,1,0,1,2,19194.37
0.268053148469093,0.6666666666666666,0.06437502278277986,4.323655913978494,2.0277777777777777,1,6,4,4,1,1,3,3,27361.87
2.753193401373644,1.0,2.4148288557576643,0.5548387096774192,0.0,2,8,1,1,1,0,1,6,44448.75
2.77245009307401,-0.5,3.0320903048639716,-0.13494623655913976,0.11111111111111113,3,1,4,1,1,0,1,2,37242.5
0.688876051094422,0.0,1.2150572910970971,-0.15322580645161288,-0.16666666666666666,1,4,15,1,1,0,1,2,13215.67
0.28140445471468,0.0,0.9246527904348777,0.42258064516129035,0.3055555555555556,1,2,5,1,1,0,1,2,1647.25
1.6006162141344118,3.0,0.7623178896462898,-0.36451612903225805,-0.4166666666666667,2,1,2,2,1,0,2,2,6801.72
-0.07086462545734643,-0.5,0.21018481391025406,0.34731182795698917,0.9444444444444444,2,2,1,1,1,0,1,2,4754.53
-0.31786379100070605,-0.5,-0.20464404184741006,-0.004301075268817208,0.3333333333333334,2,1,7,3,1,0,2,2,3403.99
-0.3191475704473971,0.0,-0.20537309080304741,-0.33010752688172046,-0.3333333333333333,1,1,12,1,1,0,1,2,537.32
-0.2883368637268117,-0.6666666666666666,-0.1911323345362641,1.2591397849462365,4.000000000000001,1,7,5,4,1,1,3,4,1908.34
3.571987932473201,3.0,1.8188070328922588,-0.3564516129032258,-0.4166666666666667,2,1,6,2,1,0,2,2,12405.54
0.09808074972719687,-0.5,-0.13489835842476822,-0.25806451612903225,-0.08333333333333333,1,2,13,1,0,0,1,2,18387.8
-0.1381346684639579,-0.5,-0.1125408571185555,0.4258064516129032,1.0833333333333335,1,10,9,4,1,1,3,1,3120.7
-0.3163232556646768,-0.6666666666666666,-0.20901833558123428,1.4741935483870967,4.555555555555556,1,7,3,4,1,0,3,4,1764.93
0.056486295654406576,3.0,-0.06695099575936524,-0.35806451612903223,-0.4166666666666667,1,1,1,2,0,0,2,2,4602.4
-0.22466140317093522,3.5,-0.18180050790410576,3.7666666666666666,0.36111111111111105,1,28,1,3,0,0,1,1,1850.0
-0.31118813787791255,0.6666666666666666,-0.20901833558123428,6.505565837209192,10.666666666666666,1,27,10,4,1,1,3,1,1195.29
-0.18537775210218885,0.6666666666666666,-0.12226150986038713,3.409139784946236,1.5555555555555554,2,9,7,4,0,0,3,3,2185.82
-0.30708004364850117,4.0,-0.20872671599897932,2.8086021505376344,0.11111111111111113,1,11,19,2,1,1,2,8,1097.08
-0.2567558893382117,0.0,0.07215154497624515,-0.25215053763440853,-0.2777777777777778,1,5,1,1,1,0,2,2,2431.36
-0.20566146735990756,0.0,-0.19190998675561063,0.04946236559139784,0.0,1,1,4,1,1,0,1,2,2230.0
-0.08164837280955133,1.0,-0.020923705026792548,2.8086021505376344,0.9722222222222222,1,8,11,1,1,1,1,6,8303.48
-0.0005135117786764234,0.6666666666666666,-0.08250404014629582,3.8397849462365587,1.777777777777778,1,6,2,4,1,1,3,3,22614.24
0.06418897233455292,0.0,0.24328363649619072,-0.2919354838709677,-0.3055555555555556,1,1,1,3,0,1,1,2,20257.08
1.3869953142050195,0.0,-0.11200622121775478,-0.06344086021505374,-0.11111111111111113,1,4,5,1,1,0,1,2,36855.6
-0.25803966878490275,1.0,-0.16337987095833484,0.8290322580645161,0.11111111111111113,1,1,19,1,1,1,1,2,2492.47
1.990371654149817,-0.6666666666666666,0.227681988845551,1.2591397849462365,4.000000000000001,1,7,6,4,1,1,3,4,55746.59
-0.3083638230951922,1.0,-0.20197086234340636,1.482795698924731,0.38888888888888884,1,8,12,1,1,1,1,6,1238.94
-0.20566146735990756,-0.5,-0.16998991482278034,0.20645161290322578,0.6944444444444444,1,1,4,1,0,0,1,2,2230.0
0.1252968739970473,0.0,0.12561513505631902,-0.019892473118279526,-0.05555555555555553,1,3,11,1,0,1,1,2,8163.83
2.2383978432505294,1.0,1.7555255835429349,0.6258064516129032,0.027777777777777804,3,8,4,1,1,0,1,6,49199.75
-0.30682328775916295,0.0,-0.1763083391049709,-0.332258064516129,-0.3333333333333333,1,4,23,1,1,1,2,2,571.53
3.894730085371333,-0.5,0.8303624588391111,0.05645161290322584,0.4444444444444445,1,2,4,1,0,0,1,2,20264.93
-0.26856666024776943,3.5,-0.19069490516288168,4.615591397849462,0.5277777777777777,1,28,6,3,1,1,1,1,2191.21
5.75877784196675,0.0,0.5251339627455983,0.0,-0.05555555555555553,2,1,7,1,1,0,1,2,9405.81
0.3640798510815842,3.5,0.041920314949148836,4.329569892473118,0.47222222222222227,1,28,5,3,1,1,1,1,16751.58
-0.27806662815328326,0.0,-0.05664710385302373,-0.2978494623655914,-0.3055555555555556,1,22,9,1,1,0,1,2,2559.28
