Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,Shipment_mode,Manufacturing_site,Country,Fulfill_Via,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
60.0,15120.0,8.97,0.15,5754.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10075.8
25.0,1520.0,20.0,0.8,507.0,1.0,23.0,6.0,1.0,1.0,2.0,11.0,10.0,1.0,0.0,4329.08
120.0,3679.0,33.6,0.28,932.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1698.83
90.0,153.0,8.87,0.1,171.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2522.76
30.0,60.0,4.04,0.13,6528.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63922.3
30.0,3.0,16.5,0.55,1.0,1.0,5.0,4.0,1.0,4.0,5.0,16.0,0.0,1.0,0.0,969.55
1.0,4014.0,24.5,11.761991170924096,2676.0,1.0,7.0,7.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,35281.73
30.0,983.0,3.24,0.11,93.0,1.0,4.0,10.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,668.75
60.0,323.0,3.25,0.05,209.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.49
60.0,800.0,9.45,0.16,75.0,1.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,935.8
240.0,398.0,15.0,0.06,199.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3133.23
120.0,1836.0,60.82,0.51,439.0,1.0,13.0,10.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,958.85
120.0,112.0,19.71,0.16,186.0,1.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.21
60.0,13152.0,2.95,0.05,1045.0,1.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6152.0
20.0,24510.0,32.0,1.6,8273.0,1.0,3.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,94267.77
60.0,739.0,2.44,0.04,3637.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25634.47
20.0,23.0,32.0,1.6,8.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,558.46
30.0,3200.0,20.0,0.67,430.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3587.34
30.0,51828.0,7.82,0.26,3543.0,1.0,10.0,13.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,3646.13
30.0,17300.0,7.82,0.26,2036.0,1.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15635.84
240.0,178.0,13.7,0.06,332.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4398.32
60.0,17896.0,8.76,0.15,1188.0,0.0,4.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4097.0
60.0,40320.0,9.45,0.16,3750.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1891.44
120.0,5000.0,29.68,0.25,1331.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7504.0
60.0,11550.0,3.2,0.05,3427.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3874.22
90.0,3330.0,16.0,0.18,404.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2313.55
60.0,16837.0,7.0,0.12,1353.0,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13924.23
30.0,28271.0,4.52,0.15,2507.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9553.01
30.0,145784.18484021962,9.6,0.32,46946.48571682304,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78454.01
