,Country,Fulfill_Via,Shipment_Mode,Sub_Classification,Dosage_Form,Line_Item_Quantity,Line_Item_Value,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
1584,12,1,1,2,2,17000.0,121040.0,237.24,1799.88,4374.0
1585,4,1,1,2,2,108000.0,946080.0,1825.8853909196707,8281.69,20144.0
1586,0,1,0,1,3,2520.0,32079.6,62.88,6037.19,1582.0
1587,14,1,0,2,2,19650.0,223027.5,437.13,15250.99,2237.0
1588,4,1,1,2,2,52481.0,373664.72,732.38,6759.28,5586.0
1589,9,1,1,2,2,76000.0,541120.0,1060.6,14958.2,9020.0
1590,14,1,0,2,2,1795.0,47118.75,92.35,2590.35,160.0
1591,0,1,0,1,1,6000.0,11520.0,22.58,11005.67,5317.0
1592,0,1,0,2,2,998.0,26197.5,51.35,5678.7,640.0
1593,2,1,2,2,2,52920.0,603288.0,1182.44,9341.49,5960.0
1594,4,1,1,2,2,4000.0,24880.0,48.76,4997.46,1900.0
1595,6,1,0,2,2,15825.0,45892.5,89.95,67318.62599614196,6967.0
1596,7,1,0,2,2,4500.0,10980.0,21.52,4311.22,658.0
1597,14,1,0,2,3,300.0,438.0,0.94,667.17,20.0
1598,14,1,0,2,2,589.0,4435.17,9.56,747.17,33.0
1599,7,1,0,2,2,20000.0,58000.0,125.05,7573.92,2190.0
1600,7,1,0,2,2,25540.0,74066.0,159.69,6774.59,2031.0
1601,0,1,0,2,2,495.0,8043.75,69.86500000000001,2804.0,909.0
1602,0,1,0,2,2,2770.0,28392.5,69.86500000000001,2804.0,909.0
1603,4,1,0,2,2,3334.0,118357.0,69.86500000000001,7441.23,161.0
1604,2,1,0,1,1,1200.0,2580.0,69.86500000000001,4251.0,988.0
1605,12,1,0,2,2,566.0,20262.8,69.86500000000001,710.68,221.0
1606,0,1,0,2,2,10000.0,162500.0,69.86500000000001,3002.0,898.0
1607,0,1,0,2,2,6519.0,105933.75,69.86500000000001,2601.0,716.0
1608,5,1,0,2,2,1267.0,4193.77,69.86500000000001,11609.31,120.0
1609,0,1,0,2,2,9000.0,67500.0,69.86500000000001,3162.0,972.0
1610,0,1,0,2,2,1000.0,10250.0,69.86500000000001,1470.0,114.0
1611,0,1,0,2,2,456.0,7752.0,69.86500000000001,2527.0,682.0
1612,0,1,0,2,2,6944.0,71176.0,69.86500000000001,2527.0,682.0
1613,0,1,0,2,2,8148.0,132405.0,69.86500000000001,2656.0,741.0
1614,2,1,0,2,2,552.0,1827.12,2.92,8331.36,1656.0
1615,2,1,0,1,1,313.0,1940.6,3.1,8331.36,1656.0
1616,12,1,0,2,2,1019.0,71330.0,69.86500000000001,439.17,138.0
1617,12,1,0,2,2,801.0,32921.1,69.86500000000001,630.23,333.0
1618,12,1,0,2,2,2684.0,45628.0,69.86500000000001,8892.48,3946.0
1619,12,1,0,2,2,29959.0,524282.5,69.86500000000001,8892.48,3946.0
1620,2,1,0,2,2,203.0,2168.04,69.86500000000001,1732.0,226.0
1621,2,1,0,2,2,1799.0,13492.5,69.86500000000001,1732.0,226.0
1622,2,1,0,2,2,903.0,6953.1,11.12,1339.8,57.0
1623,9,1,0,2,2,2800.0,45528.0,69.86500000000001,1130.49,246.0
1624,4,1,0,1,1,237.0,5095.5,8.15,759.41,85.0
1625,2,1,0,2,2,10020.0,205410.0,328.66,8331.36,1656.0
1626,3,1,0,1,1,147.0,6041.7,9.67,2094.0,547.0
1627,0,1,0,2,2,7426.0,79309.68,126.9,7947.0,3073.0
1628,4,1,0,2,2,79029.0,282133.53,451.41,30412.53,7393.0
1629,0,1,0,2,3,1161.0,2496.15,3.99,4200.78,399.0
1630,5,1,0,2,3,112.0,5600.0,8.96,1161.0,24.0
1631,5,1,0,0,0,92.0,2944.0,4.71,1604.96,28.0
1632,0,1,0,1,1,56.0,2301.6,3.68,2731.58,206.0
1633,3,1,0,0,0,422.0,58658.0,93.85,1547.0,3093.0
1634,3,1,0,2,2,29489.0,314942.52,503.91,7533.0,2670.0
1635,12,1,0,2,2,530.0,37100.0,59.36,9869.55,9006.0
1636,12,1,0,2,2,960.0,34080.0,54.53,9869.55,9006.0
1637,12,1,0,2,3,740.0,36496.8,58.39,9869.55,9006.0
1638,12,1,0,2,3,521.0,39747.09,63.6,9869.55,9006.0
1639,12,1,0,2,2,3318.0,56406.0,90.25,9869.55,9006.0
1640,12,1,0,2,2,2698.0,110887.8,177.42,9869.55,9006.0
1641,12,1,0,2,2,25913.0,434042.75,694.47,9869.55,9006.0
1642,5,1,0,0,0,1883.0,60256.0,96.41,7670.04,627.0
1643,4,1,0,1,1,1000.0,16500.0,26.4,1886.39,355.0
1644,7,1,0,1,1,11950.0,23541.5,37.67,67318.62599614196,35216.0
1645,7,1,0,2,2,46855.0,142439.2,227.9,67318.62599614196,35216.0
1646,5,1,0,0,0,1883.0,31069.5,49.71,4436.76,752.0
1647,9,1,1,2,2,37240.0,275576.0,440.92,13788.25,3951.0
1648,12,1,0,0,0,3480.0,111360.0,178.18,10698.63,2766.0
1649,0,1,0,2,3,1200.0,46032.0,73.65,10137.04,2143.0
1650,9,1,0,2,2,1062.0,2124.0,3.4,598.08,63.0
1651,8,1,0,2,2,1848.0,17556.0,28.09,4807.0,402.0
1652,6,1,0,2,3,3000.0,4560.0,7.3,2523.6,285.0
1653,0,1,0,2,2,3260.0,228200.0,365.12,4963.0,1554.0
1654,0,1,0,3,4,1250.0,12.5,0.02,2372.8,296.0
1655,6,1,0,2,2,32160.0,305520.0,488.83,38515.8,4213.0
1656,2,1,0,2,2,1190.0,9163.0,14.66,18208.0,3286.0
1657,2,1,0,1,1,1283.0,3322.97,5.32,18208.0,3286.0
1658,10,1,0,0,0,200.0,15000.0,24.0,1100.4,122.0
1659,4,1,0,2,2,60440.0,205496.0,328.79,15671.53,5725.0
1660,7,1,0,2,2,14040.0,42681.6,68.29,14554.5,4583.0
1661,7,1,0,2,2,1797.0,17071.5,27.31,892.0,170.0
1662,0,1,0,2,3,2450.0,122500.0,196.0,3646.0,1013.0
1663,7,1,0,2,2,1255.0,4267.0,6.83,1318.0,120.0
1664,12,1,0,2,3,665.0,33250.0,53.2,8118.64,5092.0
1665,12,1,0,2,3,760.0,7288.4,11.66,8118.64,5092.0
1666,9,1,0,2,2,1860.0,23101.2,36.96,12130.9,4091.0
1667,9,1,0,2,2,1860.0,23101.2,36.96,12130.9,4091.0
1668,14,1,0,2,2,16.0,152.0,0.24,1154.5,237.0
1669,9,1,1,2,2,1560.0,14820.0,23.71,1671.84,147.0
1670,4,1,0,2,2,8251.0,227150.03,363.44,3303.52,822.0
1671,6,1,0,1,1,300.0,420.0,0.67,26877.3,2584.0
1672,4,1,0,1,1,1004.0,6224.8,9.96,1778.7,358.0
1673,6,1,0,2,2,5000.0,15200.0,24.32,38515.8,4213.0
1674,10,1,0,2,2,19000.0,228190.0,365.1,3016.95,1485.0
1675,13,1,1,0,0,1842.0,36840.0,58.94,261.86,662.0
1676,2,1,0,2,2,307.0,893.37,1.43,2812.3,422.0
1677,9,1,0,2,2,37240.0,275576.0,440.92,45047.32,7806.0
1678,6,1,0,2,2,1057.0,3593.8,5.75,1651.0,100.0
1679,8,1,0,0,0,45.0,1215.0,1.94,798.58,13.0
1680,2,1,0,2,3,447.0,679.44,1.09,2722.38,1054.0
1681,3,1,0,2,2,32997.0,409822.74,655.72,10288.1,2867.0
1682,6,1,0,1,1,160.0,2640.0,4.22,991.49,77.0
1683,4,1,0,2,2,50000.0,472500.0,756.0,2347.91,4655.0
1684,14,1,0,2,2,860.0,10328.6,16.53,675.0,76.0
1685,2,1,0,2,2,957.0,2775.3,4.44,1280.91,153.0
1686,2,1,0,2,3,7876.0,11971.52,19.15,10231.84,1994.0
1687,14,1,0,2,2,7296.0,96890.88,155.03,3182.52,824.0
1688,4,1,0,1,1,30563.0,60209.11,96.33,37199.06,10621.0
1689,6,1,0,2,2,16752.0,158306.4,253.29,11572.0,1580.0
1690,2,1,0,2,3,850.0,1317.5,2.11,10575.63,555.0
1691,4,1,1,2,2,60000.0,432000.0,691.2,6051.02,7393.0
1692,2,1,0,2,2,4.0,105.2,0.17,10575.63,555.0
1693,2,1,0,2,2,4685.0,34669.0,55.47,10575.63,555.0
1694,8,1,0,2,2,3710.0,12614.0,20.18,5228.67,377.0
1695,4,1,0,1,1,1260.0,51786.0,82.86,2350.53,1185.0
1696,4,1,0,1,3,3330.0,53280.0,85.25,2313.55,404.0
1697,6,1,0,2,3,4305.0,6543.6,10.47,11340.2,938.0
1698,6,1,0,1,2,75.0,1162.5,1.86,11340.2,938.0
1699,6,1,0,2,2,190.0,5230.7,8.37,11340.2,938.0
1700,14,1,0,1,1,6036.0,12675.6,20.28,15923.41,2253.0
1701,10,1,0,0,0,229.0,17175.0,27.48,1286.7,140.0
1702,2,1,0,1,1,55.0,77.0,0.12,1917.53,199.0
1703,3,1,0,2,2,17000.0,211140.0,337.82,20395.6,6007.0
1704,12,1,1,2,2,7110.0,57946.5,92.71,3733.57,2298.0
1705,4,1,0,2,2,50000.0,600500.0,960.8,15007.8,3897.0
1706,12,1,0,2,3,360.0,3452.4,5.52,4551.52,2955.0
1707,11,1,1,0,0,200.0,14398.0,23.04,1220.73,1693.0
1708,11,1,1,3,4,200.0,2.0,0.0,1220.73,1693.0
1709,11,1,1,0,0,1000.0,32000.0,51.2,1220.73,1693.0
1710,13,1,1,0,0,2000.0,159980.0,255.97,405.97,490.0
1711,2,1,0,2,2,1666.0,5664.4,9.06,1651.16,236.0
1712,7,1,0,2,2,1440.0,4896.0,7.83,3472.55,773.0
1713,10,1,0,3,4,90.0,0.9,0.0,1730.41,21.0
1714,10,1,0,0,0,763.0,24416.0,39.07,6148.1,441.0
1715,14,1,0,2,2,1300.0,15613.0,24.98,1277.22,239.0
1716,6,1,0,1,3,1446.0,3239.04,6.35,1608.72,83.0
1717,9,1,1,2,2,4000.0,48040.0,94.16,29883.7,8855.0
1718,0,1,0,2,2,27224.0,254544.4,498.91,23382.04,2506.0
1719,0,1,0,2,2,21360.0,83304.0,163.28,21821.95,1567.0
1720,0,1,0,2,2,10000.0,118000.0,231.28,5048.32,1456.0
1721,14,1,0,2,2,3713.0,40843.0,80.05,5401.95,6556.0
1722,14,1,0,2,2,1166.0,30607.5,59.99,1742.25,145.0
1723,14,1,0,2,2,312.0,3681.6,7.22,1742.25,145.0
1724,2,1,0,2,2,1300.0,3770.0,6.03,1020.98,65.0
1725,2,1,0,2,2,45000.0,1181250.0,1825.8853909196707,13353.34,6124.0
1726,4,1,0,2,2,39068.0,132831.2,212.53,3540.35,4510.0
1727,2,1,0,2,2,45000.0,1181250.0,1825.8853909196707,11584.54,3951.0
1728,12,1,0,2,2,27150.0,105885.0,207.53,3671.92,6036.0
1729,12,1,0,2,2,6.0,19.2,0.04,3671.92,6036.0
1730,9,1,1,2,2,8000.0,16000.0,31.36,35513.01,8912.0
1731,4,1,1,1,2,3600.0,27900.0,44.64,813.75,750.0
1732,4,1,1,2,2,50000.0,600500.0,960.8,3558.49,3841.0
1733,2,1,0,2,2,196.0,2677.36,4.28,900.0,12.0
1734,7,1,0,2,2,22918.0,163176.16,319.83,9189.57,1689.0
1735,3,1,1,2,2,883.0,15011.0,29.42,1169.9,70.0
1736,0,1,0,1,1,2976.0,5713.92,11.2,5463.97,209.0
1737,13,1,1,0,0,168.0,5376.0,8.6,167.44,56.0
1738,2,1,0,2,3,4124.0,6392.2,12.53,7363.74,273.0
1739,2,1,0,2,3,903.0,1399.65,2.24,13353.34,892.0
1740,6,1,0,2,3,500.0,875.0,1.72,67318.62599614196,10435.0
1741,4,1,1,2,2,100000.0,1267480.9786782686,1825.8853909196707,14036.31,9000.0
1742,2,1,0,2,2,1030.0,12071.6,19.31,1960.81,251.0
1743,2,1,0,2,2,4500.0,36000.0,57.6,4099.51,621.0
1744,2,1,2,2,2,26616.0,303422.4,594.71,15128.37,2993.0
1745,14,1,0,2,2,5131.0,60545.8,118.67,8252.73,691.0
1746,14,1,0,2,2,1082.0,2164.0,4.24,8252.73,691.0
1747,3,1,0,2,2,60332.0,446456.8,714.33,36855.6,6650.0
1748,7,1,0,2,2,27000.0,102600.0,201.1,29336.46,5147.0
1749,7,1,0,2,2,107556.0,765798.72,1500.97,14144.68,14450.0
1750,2,1,0,2,2,5641.0,45974.15,90.11,18617.93,5588.0
1751,2,1,0,2,2,11527.0,138439.27,271.34,18617.93,5588.0
1752,2,1,0,2,2,2034.0,83597.4,163.85,10990.36,937.0
1753,2,1,0,2,2,13473.0,148203.0,290.48,3680.33,1146.0
1754,2,1,2,2,3,1033.0,1601.15,3.14,11492.86,1871.0
1755,2,1,0,2,2,662.0,17377.5,34.06,6443.61,62.0
1756,2,1,2,2,2,11661.0,132935.4,260.55,11492.86,1311.0
1757,7,1,0,2,2,5000.0,43800.0,85.85,1719.65,403.0
1758,12,1,0,2,2,11550.0,36960.0,59.14,3874.22,3427.0
1759,2,1,2,2,2,25000.0,275000.0,539.0,15128.37,2267.0
1760,12,1,0,2,3,630.0,976.5,1.91,1217.37,42.0
1761,3,1,1,2,2,20240.0,531300.0,1041.35,5873.0,5712.0
1762,9,1,0,2,2,4000.0,16000.0,31.36,2698.04,305.0
1763,12,1,0,2,2,17618.0,126849.6,248.63,3599.76,7113.0
1764,2,1,2,2,2,27439.0,720273.75,1411.74,15128.47,2561.0
1765,6,1,0,2,2,7323.0,71179.56,139.51,7584.12,631.0
1766,6,1,0,2,2,10065.0,97831.8,191.75,23441.88,2034.0
1767,14,1,0,2,3,60.0,89.4,0.18,526.41,4.0
1768,4,1,1,2,2,11546.0,127006.0,248.93,8288.78,3279.0
