Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Pack_Price,Unit_Price,Weight_Kilograms_Clean,Fulfill_Via,Shipment_Mode,Product_Group,Sub_Classification,Dosage_Form,First_Line_Designation,Freight_Cost_USD_Clean
-0.2091992058376153,1.3011795482128357,-0.31222673068137274,-0.12396987798912462,0.9776016452057784,0.0,0.0,0.0,1.0,0.0,1.0,36194.84
-0.2091992058376153,0.9594972254538235,-0.5166046500665167,-0.15628365223855406,0.11900845150375725,0.0,0.0,0.0,1.0,0.0,0.0,7423.38
-0.2091992058376153,-0.3922009247496783,-0.3622841101248248,-0.132048321551482,-0.25972678073165606,0.0,1.0,0.0,1.0,0.0,1.0,4099.51
-0.2091992058376153,0.527556023478288,-0.38247299796665907,-0.1347411360722678,0.47846210558374447,0.0,3.0,0.0,1.0,0.0,1.0,37242.5
-0.2091992058376153,-0.46577187604508336,-0.26687087306410134,-0.11589143442676728,-0.10413711174754257,1.0,1.0,0.0,1.0,0.0,0.0,7474.2
0.30949302387571354,-0.4995799372147734,9.096071563720805,0.7754301719533279,-0.29575659100748874,1.0,1.0,1.0,2.0,1.0,0.0,782.13
-0.5982183781226119,3.10145880549883,-0.39381196237097693,-0.10512017634362412,0.41090621131655813,1.0,2.0,0.0,1.0,0.0,0.0,19569.93
-0.2091992058376153,0.3177443484067316,-0.5135624888848704,-0.15628365223855406,-0.17478931783530827,1.0,1.0,0.0,1.0,0.0,0.0,1791.42
2.1249158278723645,-0.48944712342669866,-0.3946416426932441,-0.15897646675933985,-0.2907602696606448,1.0,1.0,0.0,0.0,3.0,0.0,1773.7
0.30949302387571354,-0.4944895189136553,-0.44525214235154087,-0.15359083771776827,-0.2505785867163079,0.0,0.0,1.0,3.0,1.0,0.0,190.06
1.6062235981590356,-0.428218035370797,-0.5448137810236002,-0.1643620958009114,-0.2793602125030571,0.0,1.0,0.0,0.0,3.0,0.0,1850.7
-0.5982183781226119,0.7003180974242538,-0.25470222833751627,-0.05934232949026576,0.07981195868415018,0.0,0.0,0.0,1.0,0.0,0.0,27804.65
-0.2091992058376153,-0.34192103832259674,-0.5190936910333181,-0.15628365223855406,-0.07809994416539784,0.0,1.0,0.0,1.0,0.0,1.0,12648.38
0.5688391387323779,-0.4988115721881895,0.5531298454432758,-0.07549921661498048,-0.264934214248085,0.0,1.0,0.0,1.0,0.0,0.0,2437.63
-0.5982183781226119,0.04029253958871431,-0.4037681262381828,-0.10781299086440992,-0.1785189661646425,1.0,1.0,0.0,1.0,0.0,0.0,5761.87
1.3468774833023711,-0.4824838153732824,0.7804622537444778,-0.09434891826048097,-0.28893063085757514,0.0,1.0,0.0,1.0,2.0,0.0,1583.0
-0.2091992058376153,-0.4038704685909208,-0.3940885224783993,-0.13743395059305355,-0.26774904317588444,1.0,1.0,0.0,1.0,0.0,0.0,4520.66
0.5688391387323779,-0.49761100183415224,0.41650915237661656,-0.08627047469812363,-0.30110476597030766,1.0,1.0,0.0,1.0,0.0,0.0,995.22
-0.7278914355509442,-0.3321724070478139,0.3014601476889037,0.2637954130040286,-0.1360150493548711,1.0,1.0,1.0,2.0,1.0,0.0,21686.21
-0.2091992058376153,-0.4954499751968851,-0.5190936910333181,-0.15628365223855406,-0.11680384192264,0.0,1.0,0.0,1.0,0.0,1.0,22788.95
-0.7278914355509442,-0.49931581173688516,0.3014601476889037,0.2637954130040286,-0.3025121804342074,1.0,1.0,1.0,2.0,1.0,0.0,581.73
-0.5982183781226119,-0.3399040801278141,-0.4590801477226602,-0.1266626925099104,-0.25177488901062267,1.0,1.0,0.0,1.0,0.0,0.0,3710.65
0.30949302387571354,-0.14008115040184785,-0.547579382097824,-0.1643620958009114,-0.09386298616107465,0.0,0.0,0.0,0.0,3.0,0.0,5458.46
0.30949302387571354,-0.44430567811489663,-0.5835321960627343,-0.1670549103216972,-0.23551925195258097,1.0,1.0,1.0,2.0,1.0,0.0,16382.89
0.5688391387323779,-0.48005866325812707,1.2583581193703621,-0.018950111678478963,-0.2915343476157896,1.0,1.0,0.0,1.0,0.0,0.0,359.53
-0.2091992058376153,-0.47383970882421395,-0.26825367360121327,-0.11589143442676728,-0.29223805484773946,1.0,1.0,0.0,1.0,0.0,0.0,2568.6
2.9029541724423575,-0.44584240816806436,0.26882605501306206,-0.14012676511383934,-0.14354471673673458,1.0,1.0,0.0,0.0,3.0,0.0,13949.95
-0.5982183781226119,0.100104954626852,-0.12029401613023628,-0.01625729715769317,-0.15022993544025823,0.0,1.0,0.0,1.0,0.0,0.0,2912.01
-0.2091992058376153,0.6983971848577941,-0.42616949493939615,-0.14281957963462513,0.0342821007769944,1.0,1.0,0.0,1.0,0.0,0.0,10959.54
0.30949302387571354,-0.3994043468739021,1.4074240172710286,0.026827735174879384,-0.23551925195258097,1.0,1.0,1.0,2.0,1.0,0.0,7781.88
2.1249158278723645,-0.4864216861345247,-0.23783206178475072,-0.15359083771776827,-0.28850840651840526,0.0,1.0,0.0,0.0,3.0,0.0,1771.26
-0.2091992058376153,10.064766858915101,-0.5163280899590943,-0.15628365223855406,1.0733058287509591,1.0,2.0,0.0,1.0,0.0,0.0,33865.26
1.3468774833023711,-0.4997720284714194,0.7992683410492001,-0.09165610373969518,-0.2313673792840768,0.0,1.0,0.0,1.0,2.0,0.0,5226.6
-0.5982183781226119,-0.48056290280682273,-0.21985565480229555,-0.04857107140712262,-0.25198600118020764,0.0,1.0,0.0,1.0,0.0,1.0,9041.74
-0.2091992058376153,-0.419814042892536,-0.3412655419607234,-0.1266626925099104,-0.2555749080631519,0.0,1.0,0.0,1.0,0.0,1.0,3335.33
2.1249158278723645,-0.391384536908933,-0.3484561047537055,-0.15628365223855406,-0.18865235030472047,1.0,1.0,0.0,0.0,3.0,0.0,13116.57
-0.2091992058376153,2.3811165930764573,-0.5210296117852748,-0.15628365223855406,0.5001362883278001,0.0,0.0,0.0,1.0,0.0,0.0,11941.65
-0.2091992058376153,0.5666225827986614,-0.4895017595391228,-0.1508980231969825,-0.12728907967869288,0.0,0.0,0.0,1.0,0.0,0.0,3629.37
-0.2091992058376153,-0.4978751273120404,-0.49282048082819135,-0.15359083771776827,0.20802741634541422,0.0,1.0,0.0,1.0,0.0,1.0,13243.91
0.5688391387323779,-0.48104313094843765,1.6897918869492858,0.016056477091736257,-0.28878988941118516,1.0,1.0,0.0,1.0,0.0,0.0,3449.4
2.1249158278723645,-0.4187815523880639,-0.525454573504033,-0.1643620958009114,-0.21384506920852536,0.0,0.0,0.0,0.0,3.0,0.0,4783.36
-0.2091992058376153,-0.3733039473771314,-0.49226736061334664,-0.1508980231969825,-0.2783046516551323,0.0,1.0,0.0,0.0,0.0,0.0,2001.46
-0.5982183781226119,0.016689326428341228,-0.4535489455742125,-0.12396987798912462,0.36720599221247197,0.0,0.0,0.0,1.0,0.0,0.0,16468.54
-0.5982183781226119,0.02799869916337248,-0.2486179059742238,-0.05934232949026576,-0.12728907967869288,0.0,0.0,0.0,1.0,0.0,0.0,4120.69
0.30949302387571354,-0.43093132437092124,1.8778527599965087,0.07260558202823776,-0.21567470801159497,1.0,1.0,1.0,2.0,1.0,0.0,26859.39
-0.5982183781226119,-0.49064769378073597,-0.2585740698414297,-0.06203514401105155,0.24229795854137226,0.0,1.0,0.0,1.0,0.0,1.0,74839.9
-0.2091992058376153,8.06884265673519,-0.5163280899590943,-0.15628365223855406,0.8500195240532693,1.0,2.0,0.0,1.0,0.0,0.0,20258.29
-0.2091992058376153,-0.4455782826901762,-0.4759503142754258,-0.1508980231969825,-0.29441954726678404,0.0,1.0,0.0,0.0,0.0,0.0,1611.43
-0.2091992058376153,-0.49021548845328256,-0.42451013429486184,-0.14012676511383934,-0.22679328227640272,1.0,1.0,0.0,1.0,0.0,0.0,2006.63
-0.2091992058376153,-0.497731058869556,-0.370304353240074,-0.132048321551482,-0.3030047754965723,0.0,1.0,0.0,1.0,0.0,0.0,1053.86
2.1249158278723645,-0.4926646519755186,-0.5301560953302137,-0.1643620958009114,-0.27450463260260305,0.0,1.0,0.0,0.0,3.0,1.0,3380.86
-0.2091992058376153,0.8980280233271144,-0.5213061718926972,-0.15628365223855406,0.08720088461962368,1.0,1.0,0.0,1.0,0.0,0.0,49069.74
0.1798199664473813,-0.49309685730297204,-0.46129262858203934,-0.15359083771776827,-0.2984306784888982,1.0,1.0,0.0,0.0,2.0,1.0,990.04
-0.2091992058376153,-0.06372487588507633,-0.43336005773237823,-0.14281957963462513,-0.23256368157839155,1.0,1.0,0.0,1.0,0.0,0.0,11067.86
-0.2091992058376153,-0.45784811170843726,-0.5284967346856794,-0.15897646675933985,-0.2927306499101044,0.0,0.0,0.0,0.0,0.0,0.0,1330.99
-0.2091992058376153,-0.4402237389111699,-0.37002779313265166,-0.132048321551482,-0.2664119994351797,0.0,0.0,0.0,0.0,0.0,0.0,4964.27
-0.2091992058376153,0.8738485363968034,-0.5210296117852748,-0.15628365223855406,0.03744878332076876,0.0,3.0,0.0,1.0,0.0,0.0,21591.1
-0.2091992058376153,-0.48281997507241287,-0.3893870006522187,-0.1347411360722678,-0.28942322591994,0.0,1.0,0.0,1.0,0.0,0.0,3127.35
-0.2091992058376153,-0.4195739288217285,-0.3412655419607234,-0.1266626925099104,-0.23960075389789012,0.0,1.0,0.0,1.0,0.0,1.0,9044.65
-0.5982183781226119,0.8055600946591625,-0.4895017595391228,-0.13743395059305355,0.025063536038451267,1.0,1.0,0.0,1.0,0.0,0.0,20869.6
-0.2091992058376153,2.2610595576727284,-0.483970557390675,-0.1508980231969825,0.4357470766043881,1.0,2.0,0.0,0.0,0.0,0.0,28270.78
-0.5982183781226119,-0.45222944245154273,-0.3899401208670635,-0.10512017634362412,-0.29561584956109876,1.0,1.0,0.0,1.0,0.0,0.0,1254.61
0.30949302387571354,-0.29238550551501824,1.8778527599965087,0.07260558202823776,-0.007658850247217107,1.0,1.0,1.0,2.0,1.0,0.0,44128.81
2.1249158278723645,-0.4882465530726614,-0.525454573504033,-0.1643620958009114,-0.26500458497128,1.0,1.0,0.0,0.0,3.0,1.0,1340.23
0.5688391387323779,-0.4909358306657049,1.2583581193703621,-0.018950111678478963,-0.2986417906584832,1.0,1.0,0.0,1.0,0.0,0.0,1571.76
0.30949302387571354,-0.43815875790222575,1.8778527599965087,0.07260558202823776,-0.21680063958271475,1.0,1.0,1.0,2.0,1.0,0.0,28132.96
-0.2091992058376153,2.5013897311439126,-0.38440891871861577,-0.1347411360722678,0.25320542063659507,0.0,0.0,0.0,1.0,0.0,0.0,1012.43
2.9029541724423575,-0.49381719951539443,0.26882605501306206,-0.14012676511383934,-0.2850602410818509,1.0,1.0,0.0,0.0,3.0,0.0,2569.33
-0.2091992058376153,-0.41964596304297075,-0.5190936910333181,-0.15628365223855406,-0.2906898989374498,0.0,0.0,0.0,1.0,0.0,0.0,315.51
-0.5982183781226119,-0.432372008795766,-0.4914376802910794,-0.13743395059305355,-0.15951887090199635,0.0,1.0,0.0,1.0,0.0,1.0,16083.32
-0.2091992058376153,0.7003180974242538,-0.32218289454857874,-0.12396987798912462,0.01922276601326745,0.0,0.0,0.0,1.0,0.0,0.0,2938.92
-0.5982183781226119,0.2228272562165436,-0.2049214090014867,-0.043185442365551045,-0.21687101030590974,0.0,0.0,0.0,1.0,0.0,0.0,6923.53
2.1249158278723645,0.20818029789728867,-0.5296029751153689,-0.1643620958009114,0.46452870239113725,0.0,0.0,0.0,0.0,3.0,0.0,3853.89
6.015107550722331,-0.4995319144006119,0.5296222363123728,-0.14820520867619671,-0.21229691329823566,1.0,1.0,2.0,4.0,0.0,0.0,8423.76
-0.2091992058376153,0.020267026083372344,-0.5190936910333181,-0.15628365223855406,-0.22714513589237767,0.0,0.0,0.0,1.0,0.0,0.0,4471.07
-0.2091992058376153,0.13463335800896442,-0.5213061718926972,-0.15628365223855406,-0.12609277738437813,1.0,1.0,0.0,1.0,0.0,0.0,25593.87
-0.2091992058376153,-0.479218264010301,-0.5237952128594987,-0.15628365223855406,-0.3003306880151628,0.0,0.0,0.0,1.0,0.0,0.0,3951.02
-0.2091992058376153,-0.39462607686483364,-0.3470733042165935,-0.1293555070306962,1.122917188603424,0.0,1.0,0.0,1.0,0.0,1.0,132890.27
-0.2091992058376153,-0.47259111565601514,-0.47567375416800345,-0.1508980231969825,-0.2974454883641684,0.0,1.0,0.0,1.0,0.0,0.0,1266.05
-0.5982183781226119,-0.23747141752135265,-0.46682383073048705,-0.1293555070306962,-0.25233785479618254,0.0,3.0,0.0,1.0,0.0,0.0,15322.73
-0.5982183781226119,1.9008884514615418,0.14243808592103124,0.06991276750745197,0.3299095089191295,0.0,0.0,0.0,1.0,0.0,0.0,14036.31
-0.9742702446647753,-0.3321243842336524,0.05255605100875551,6.026418487485611,0.052437747361300725,1.0,1.0,1.0,2.0,1.0,0.0,44347.71
-0.2091992058376153,0.4618848251124484,-0.35924194894317857,-0.1293555070306962,1.6747643998985022,0.0,0.0,0.0,1.0,0.0,0.0,18448.52
2.1249158278723645,-0.34804394712818687,-0.5296029751153689,-0.1643620958009114,-0.1375632052651608,0.0,1.0,0.0,0.0,3.0,0.0,24505.0
-0.2091992058376153,-0.4462265906813563,-0.5033297649102422,-0.15359083771776827,-0.2804157733509819,0.0,1.0,0.0,1.0,0.0,1.0,2737.97
0.5688391387323779,-0.49504178127651244,0.41208419065785845,-0.08627047469812363,-0.2982195663193133,1.0,1.0,0.0,1.0,0.0,0.0,294.86
-0.7278914355509442,-0.49866750374570507,0.3014601476889037,0.2637954130040286,-0.3013862488630876,1.0,1.0,1.0,2.0,1.0,0.0,732.72
-0.2091992058376153,3.962868034520584,-0.2732317555348162,-0.11589143442676728,1.5796935528620766,0.0,0.0,0.0,1.0,0.0,0.0,12405.54
-0.2091992058376153,-0.43758248413228784,-0.23810862189217308,-0.11050580538519571,0.02914503798376044,1.0,2.0,0.0,1.0,0.0,1.0,7208.11
-0.5982183781226119,-0.4407039670527848,-0.38164331764439186,-0.10242736182283835,0.2517276354495004,0.0,0.0,0.0,1.0,0.0,1.0,6406.53
-0.5982183781226119,2.1479898417294967,-0.45880358761523776,-0.1266626925099104,0.3562985301172492,1.0,2.0,0.0,1.0,0.0,0.0,9951.38
-0.5982183781226119,-0.49352906263042545,-0.3069720886403474,-0.07819203113576627,-0.2985010492120932,0.0,1.0,0.0,1.0,0.0,1.0,1764.84
-0.2091992058376153,-0.4944895189136553,-0.3940885224783993,-0.13743395059305355,-0.30131587813989263,1.0,1.0,0.0,1.0,0.0,0.0,877.61
-0.5982183781226119,4.061915088728661,-0.16758579449946448,-0.0324141842824079,1.211936153445081,0.0,0.0,0.0,1.0,0.0,0.0,13914.56
-0.2091992058376153,0.10003292040560977,-0.5116265681329136,-0.15628365223855406,-0.08541849937767636,1.0,1.0,0.0,1.0,0.0,0.0,12745.06
-0.2091992058376153,-0.33385320554346615,0.12031327732724027,-0.053956700448694196,-0.255082313000787,0.0,1.0,0.0,1.0,0.0,0.0,1854.88
-0.5982183781226119,-0.46956567836384117,-0.2829113592945998,-0.07011358757340891,-0.26176753170431066,0.0,1.0,0.0,1.0,0.0,1.0,6169.0
-0.2091992058376153,-0.44320115338918237,-0.49282048082819135,-0.15359083771776827,-0.2901269331518899,0.0,0.0,0.0,1.0,0.0,0.0,8953.21
-0.2091992058376153,1.538316204542281,-0.3683684324881173,-0.132048321551482,0.9776016452057784,0.0,0.0,0.0,1.0,0.0,0.0,36194.84
2.513935000157361,-0.4886787584001148,1.5736366418318832,-0.08896328921890942,-0.27753057369998746,0.0,1.0,0.0,1.0,2.0,1.0,1619.0
0.30949302387571354,-0.3081609999670682,1.6289486633163606,0.04837025134116569,-0.07493326162162349,1.0,1.0,1.0,2.0,1.0,0.0,41461.1
-0.2091992058376153,-0.4539822751684372,-0.3965775634452008,-0.13743395059305355,-0.27063424282687887,0.0,1.0,0.0,1.0,0.0,0.0,5724.4
-0.5982183781226119,-0.3561838141285597,0.14243808592103124,0.06991276750745197,-0.19322644731239452,0.0,1.0,0.0,1.0,0.0,0.0,10624.04
-0.2091992058376153,-0.48764626789564275,-0.5224124123223868,-0.15628365223855406,-0.3009640245239177,0.0,1.0,0.0,1.0,0.0,0.0,638.65
-0.5982183781226119,0.631069199403383,-0.2854004002614013,-0.07011358757340891,0.20992742587167884,0.0,0.0,0.0,1.0,0.0,0.0,28669.4
2.1249158278723645,-0.48670982301949367,-0.5296029751153689,-0.1643620958009114,0.11450472521927815,1.0,1.0,0.0,0.0,3.0,0.0,10770.55
0.30949302387571354,-0.45878455658458633,-0.3622841101248248,-0.14551239415541092,-0.29427880582039406,1.0,1.0,1.0,3.0,1.0,0.0,534.86
3.369777179184354,-0.4964824657013572,0.4773523760095417,-0.13743395059305355,-0.06634803339183522,0.0,1.0,0.0,1.0,2.0,1.0,9689.0
-0.2091992058376153,-0.40588742678570344,-0.01658397584684121,-0.07549921661498048,-0.27077498427326885,0.0,1.0,0.0,1.0,0.0,1.0,3393.0
-0.5982183781226119,0.11335925133542367,-0.4947564015801481,-0.13743395059305355,0.09613796646538687,0.0,0.0,0.0,1.0,0.0,1.0,20052.11
-0.2091992058376153,2.8255197153269,-0.3174813727223981,-0.12396987798912462,3.2597241984191663,0.0,1.0,0.0,1.0,0.0,1.0,51090.0
0.30949302387571354,-0.4041105826617282,1.6289486633163606,0.04837025134116569,-0.16923003070290438,1.0,1.0,1.0,2.0,1.0,0.0,34940.02
0.5688391387323779,-0.47103037419576665,0.9942432167819827,-0.037799813323979484,-0.2975158590873634,0.0,1.0,0.0,1.0,0.0,1.0,1338.04
0.30949302387571354,-0.45222944245154273,1.6286721032089382,0.04837025134116569,-0.2689453454701992,0.0,0.0,1.0,2.0,1.0,0.0,405.97
2.1249158278723645,-0.16738212025265578,-0.543984100701333,-0.1643620958009114,0.08128974387124488,1.0,2.0,0.0,0.0,3.0,0.0,11447.38
-0.2091992058376153,-0.4714385681161394,-0.35813570851348897,-0.1293555070306962,-0.2985010492120932,0.0,0.0,0.0,1.0,0.0,0.0,1949.84
-0.2091992058376153,-0.4685812106735306,-0.3622841101248248,-0.132048321551482,-0.29582696173068374,0.0,0.0,0.0,1.0,0.0,0.0,1618.01
0.30949302387571354,-0.49809122997576716,1.8778527599965087,0.07260558202823776,-0.3006825416311378,1.0,1.0,1.0,2.0,1.0,0.0,1434.98
0.1798199664473813,-0.2601381858055767,-0.38164331764439186,-0.14551239415541092,-0.25529342517037196,0.0,0.0,0.0,0.0,0.0,0.0,1026.49
-0.2091992058376153,0.7003180974242538,-0.35951850905060095,-0.132048321551482,0.1833976632271692,1.0,1.0,0.0,1.0,0.0,0.0,22886.81
-0.5982183781226119,1.6485285630429038,-0.2829113592945998,-0.07011358757340891,0.49035475780369703,0.0,3.0,0.0,1.0,0.0,0.0,30936.1
-0.7278914355509442,-0.49965197143601564,0.3014601476889037,0.2637954130040286,-0.30208995609503747,0.0,1.0,1.0,2.0,1.0,0.0,851.24
-0.2091992058376153,1.180546239039169,-0.4759503142754258,-0.1508980231969825,-0.06585543832947033,0.0,3.0,0.0,0.0,0.0,0.0,29674.91
0.30949302387571354,-0.495834157710177,1.6289486633163606,0.04837025134116569,-0.2975158590873634,1.0,1.0,1.0,2.0,1.0,0.0,3252.26
-0.5982183781226119,1.9008884514615418,-0.5185405708184734,-0.14551239415541092,0.0930416546448075,1.0,2.0,0.0,0.0,2.0,0.0,17819.74
3.369777179184354,-0.499051686258997,0.4773523760095417,-0.13743395059305355,-0.2925899084637144,1.0,1.0,0.0,1.0,2.0,0.0,1176.03
-0.5982183781226119,-0.450788758026698,-0.2400445426441298,-0.05664951496947999,-0.289634338089525,0.0,1.0,0.0,1.0,0.0,0.0,1381.7
-0.2091992058376153,-0.23768752018507938,-0.5116265681329136,-0.15628365223855406,-0.25233785479618254,1.0,1.0,0.0,1.0,0.0,1.0,7388.14
-0.9742702446647753,-0.49931581173688516,-0.44525214235154087,1.179352350071196,-0.30223069754142745,1.0,1.0,1.0,3.0,1.0,1.0,514.52
-0.2091992058376153,-0.02626708083911294,-0.34541394357205923,-0.1293555070306962,0.031678384018779926,1.0,1.0,0.0,1.0,0.0,1.0,17541.06
0.30949302387571354,-0.4774414198863258,1.3523885558939737,0.021442106133307805,-0.2882269236256253,1.0,1.0,1.0,2.0,1.0,0.0,3744.18
-0.2091992058376153,-0.2519743073981231,-0.483970557390675,-0.1508980231969825,0.13955670267669307,0.0,3.0,0.0,0.0,0.0,1.0,16941.0
-0.5982183781226119,0.1493283391423808,-0.4557614264335915,-0.1266626925099104,0.020137585414802265,1.0,3.0,0.0,1.0,0.0,0.0,25467.64
-0.2091992058376153,-0.3711429207398643,-0.3249484956228026,-0.12396987798912462,-0.2681712675150543,0.0,1.0,0.0,1.0,0.0,0.0,3266.38
0.30949302387571354,-0.496218340223469,1.6289486633163606,0.04837025134116569,-0.2982899370425082,1.0,1.0,1.0,2.0,1.0,0.0,1806.81
-0.2091992058376153,-0.11847088402917666,0.12031327732724027,-0.053956700448694196,-0.18872272102791543,0.0,0.0,0.0,1.0,0.0,0.0,2217.5
-0.5982183781226119,9.10431057568527,-0.3136095312184847,-0.07819203113576627,4.994362525175565,0.0,0.0,0.0,1.0,0.0,0.0,77960.08
-0.5982183781226119,1.1508201170732058,-0.2751676762867729,-0.06742077305262312,0.2916278355010573,0.0,0.0,0.0,1.0,0.0,0.0,7134.39
-0.5982183781226119,-0.37779408050123087,-0.22400405641363136,-0.051263885927908405,-0.28097873913654176,1.0,1.0,0.0,1.0,2.0,0.0,3026.24
-0.5982183781226119,4.302029159536118,-0.3180344929372429,-0.08088484565655205,1.5686453493204637,0.0,0.0,0.0,1.0,0.0,0.0,19194.37
0.30949302387571354,-0.3648279206776282,1.8778527599965087,0.07260558202823776,-0.1421373022728349,1.0,1.0,1.0,2.0,1.0,0.0,27361.87
0.5688391387323779,0.7963637257472368,-0.06083359303442315,-0.12396987798912462,0.5389809275314322,0.0,0.0,0.0,1.0,0.0,0.0,44448.75
-0.5982183781226119,1.101308595672708,-0.41566021085734545,-0.11319861990598148,0.5442587317710561,0.0,3.0,0.0,1.0,0.0,0.0,37242.5
-0.2091992058376153,0.20364214195902772,-0.4250632545097066,-0.14012676511383934,-0.026799686956253232,0.0,1.0,0.0,1.0,0.0,0.0,13215.67
